award_nominee_1,award_nominee_2
6380,7689
4288,7003
6446,5642
6431,6113
6403,6981
258,865
6435,5987
6453,5429
6454,5404
240,1427
6608,629
6424,6332
6368,8068
6433,6053
6446,5649
6523,3269
6431,6121
6376,7825
6375,7856
258,874
6375,7855
6491,4265
276,320
6433,6067
6587,1292
6495,4143
6374,7900
6504,3870
6446,5667
6517,3466
6401,7065
6604,771
6379,7753
6405,6946
6517,3473
6375,7875
6381,7689
259,865
6517,3478
6408,6861
6453,5465
6515,3543
6426,6301
259,874
6455,5406
258,909
6529,3118
6519,3426
6381,7711
6431,6159
6528,3152
6528,3151
6513,3616
6379,7777
6452,5514
2268,4144
6379,7776
6440,5883
6374,7935
6504,3904
6435,6048
6452,5521
6380,7753
271,523
244,1361
254,1051
6521,3380
6453,5488
6402,7069
6455,5433
2358,1366
6502,3975
6451,5556
2281,3752
6530,3106
6462,5213
258,932
2289,3506
6379,7792
6523,3327
6446,5713
2143,8036
2213,5866
226,1930
6517,3517
259,909
252,1127
6510,3738
6435,6063
6426,6348
6379,7802
6502,3989
6504,3927
6529,3152
6379,7809
6381,7747
6403,7063
6452,5543
272,519
6498,4124
6453,5519
6462,5240
2382,646
6462,5237
6455,5460
6452,5553
264,773
6381,7753
6515,3599
6403,7070
6589,1304
265,743
276,403
2282,3754
258,962
265,745
259,932
6454,5494
6376,7911
2228,5429
6523,3361
6596,1097
264,781
6380,7792
265,752
6449,5657
6448,5688
6449,5656
6452,5568
6454,5505
6458,5388
6408,6937
6408,6936
6408,6935
6523,3377
6433,6167
6462,5268
6379,7840
2138,8237
6510,3778
6381,7777
6381,7776
6408,6946
6379,7845
6445,5799
2281,3809
6532,3100
6455,5486
6516,3595
6504,3967
6455,5492
266,743
6498,4157
266,745
259,962
6433,6179
6374,8008
6528,3234
6600,1001
2281,3819
281,282
6462,5284
6374,8011
6375,7979
266,752
6381,7792
6454,5535
6523,3395
6590,1318
6523,3394
6530,3177
6408,6966
6431,6252
6381,7802
6457,5451
6449,5698
6494,4308
283,239
6413,6818
6381,7809
6608,771
6519,3530
6449,5700
2372,1017
6517,3597
6498,4186
6431,6262
2301,3222
6431,6269
6376,7973
6375,8003
6597,1127
6453,5591
2133,8437
2233,5339
6587,1434
6409,6959
6462,5315
6532,3143
6461,5350
6504,4016
6454,5572
6376,7993
253,1198
6408,7000
6439,6038
6435,6167
6381,7840
6409,6979
6515,3693
6527,3320
6455,5552
6453,5614
6409,6978
6439,6047
6497,4249
6608,808
6381,7845
276,494
6431,6301
6462,5339
6446,5834
6523,3453
6379,7917
6409,6986
6523,3452
6444,5899
265,845
268,753
6455,5563
6523,3455
6523,3454
6529,3275
6530,3242
6455,5567
6431,6311
6608,824
250,1315
6529,3272
6504,4053
245,1475
258,1072
6523,3469
6448,5794
6504,4058
6608,832
6533,3157
6523,3472
276,521
6452,5671
6519,3594
6459,5454
6374,8095
6504,4069
6523,3480
2282,3880
265,871
6431,6337
6606,912
6383,7825
2144,8161
266,845
6587,1505
6431,6341
6452,5694
6504,4081
6462,5383
6374,8111
6523,3491
6376,8047
6534,3149
6519,3614
6431,6349
6408,7061
259,1072
6375,8082
6523,3501
6504,4089
2372,1110
6381,7900
6408,7069
6520,3597
2232,5451
6517,3689
6454,5642
6519,3627
6462,5393
6597,1208
6381,7911
6529,3323
6382,7879
6517,3693
6446,5900
6375,8101
6452,5714
6439,6116
266,871
6439,6114
6498,4292
6439,6120
250,1370
6381,7917
6598,1190
6532,3236
285,286
2136,8442
6450,5783
6589,1474
6519,3643
6520,3611
2235,5376
6616,642
6417,6811
6417,6810
2399,297
6368,8327
6379,7993
6408,7094
250,1383
6597,1232
6445,5951
6445,5950
6449,5825
6388,7722
6463,5397
258,1142
250,1390
6533,3225
2388,650
6375,8122
6535,3169
253,1301
6535,3172
6535,3171
6375,8131
6413,6952
6532,3270
6456,5626
6602,1097
6377,8079
6379,8016
6519,3676
6498,4326
6520,3643
260,1098
6439,6160
6523,3555
6418,6816
281,452
6420,6753
6590,1482
6441,6101
6379,8029
6416,6882
6449,5858
6503,4184
259,1142
6416,6885
6455,5675
2138,8433
6523,3571
6453,5740
6523,3570
6455,5682
6454,5713
6446,5961
6379,8045
6457,5626
234,1930
6535,3207
287,288
283,413
6532,3299
6598,1260
6523,3582
6529,3403
6534,3248
6534,3247
2304,3306
6534,3251
6519,3716
6375,8178
6451,5822
6452,5798
6460,5549
6439,6200
2289,3778
6373,8251
6389,7753
6378,8094
6444,6047
6439,6202
6376,8155
6523,3605
6523,3604
6535,3232
6533,3292
6600,1215
6462,5493
2233,5522
2233,5525
6453,5778
6456,5684
6379,8077
2310,3141
6514,3890
6458,5626
6515,3858
6455,5725
6455,5724
6599,1260
281,510
6532,3335
6470,5264
6418,6875
6385,7898
6375,8207
6452,5826
6523,3625
6449,5917
6523,3622
6452,5823
253,1388
6446,6016
6453,5798
6452,5829
6455,5736
6381,8029
252,1421
6597,1332
6516,3849
6368,8435
6519,3754
250,1488
6510,4039
6523,3636
2144,8311
6419,6869
6462,5535
6448,5968
289,290
6453,5812
6413,7052
6529,3456
265,1035
6421,6811
6453,5819
6417,6935
282,510
6421,6810
6416,6965
6533,3337
6452,5847
6455,5761
258,1258
6439,6255
6504,4240
6368,8455
2386,827
265,1043
4304,6910
6396,7592
2188,6969
6396,7597
6421,6822
6541,3102
256,1328
6375,8247
6454,5797
6455,5773
6368,8470
6439,6268
6513,3974
6473,5213
6517,3849
6421,6824
6418,6922
6446,6060
6510,4074
2304,3390
2373,1250
266,1035
6418,6930
6381,8077
6462,5572
6396,7617
6421,6842
6453,5848
289,327
259,1258
269,948
266,1043
6445,6101
6510,4086
6455,5797
6452,5889
258,1295
6379,8155
6449,5984
283,527
6534,3353
2295,3695
6468,5405
258,1306
6523,3699
2188,7014
6452,5899
6386,7952
6439,6307
269,972
291,292
6533,3402
6421,6874
6423,6811
6533,3401
6528,3560
6423,6815
6423,6814
6439,6325
259,1295
6446,6107
6515,3967
6523,3719
6455,5827
6517,3904
6385,8002
2308,3318
6423,6822
6439,6332
265,1117
6391,7819
6374,8346
6515,3975
6439,6330
259,1306
6381,8134
6523,3731
6421,6892
6543,3117
6421,6897
6379,8205
6455,5849
6377,8267
6418,6995
6504,4329
2313,3179
6470,5388
6523,3744
6381,8146
6599,1387
6534,3401
6448,6067
6396,7685
6475,5235
254,1480
6381,8155
6458,5768
6374,8371
6396,7689
6475,5240
6421,6914
6544,3101
6462,5642
6544,3100
6424,6826
266,1117
6448,6086
6519,3883
6623,659
6523,3758
6529,3572
6462,5649
6451,5996
6375,8357
2371,1407
6375,8361
6421,6935
6424,6842
281,665
285,542
2144,8450
2372,1384
6462,5667
6421,6937
6517,3967
6527,3657
6462,5672
2304,3498
6541,3227
6529,3599
6418,7040
6519,3908
2308,3375
6449,6077
6418,7038
6453,5952
6598,1457
6473,5332
6523,3789
6517,3975
2196,6854
6519,3917
6534,3452
6386,8037
6462,5681
6529,3611
6605,1254
6375,8384
6512,4136
6385,8072
6422,6930
282,665
286,542
6375,8392
6534,3462
6374,8422
6381,8205
6545,3120
6421,6971
6376,8365
6375,8395
6444,6255
6421,6975
6442,6324
2304,3528
6421,6974
2308,3403
6520,3904
6475,5299
6421,6972
288,492
6396,7753
6600,1434
4309,6919
2243,5429
6388,8010
6452,6025
6449,6117
6424,6892
6391,7921
2228,5900
6421,6990
6375,8416
6400,7640
6374,8446
6524,3795
6606,1253
6381,8228
6424,6901
265,1221
289,479
6423,6937
6424,6905
6476,5293
6423,6935
6523,3835
283,669
6421,6996
283,672
6396,7776
6530,3622
6421,7001
6545,3157
6477,5264
6374,8461
6448,6167
6534,3501
273,988
6523,3847
6379,8311
272,1022
6375,8434
6524,3815
6423,6946
6546,3140
6546,3139
6375,8439
6375,8438
285,624
6462,5747
265,1245
6396,7792
2308,3450
281,751
6375,8449
6386,8108
266,1221
6376,8422
6422,6995
290,479
6452,6064
6452,6063
6375,8450
6510,4265
6545,3180
289,511
6375,8456
6419,7092
6424,6937
6396,7804
6535,3495
289,514
6424,6935
6423,6966
6375,8454
6478,5268
6548,3098
258,1477
6604,1360
6423,6971
6517,4057
6523,3870
6375,8464
6461,5798
6616,992
6421,7043
6449,6173
6533,3569
6452,6080
6455,5992
6424,6952
286,624
6523,3882
6421,7044
6375,8470
6446,6269
6452,6083
266,1245
6523,3889
6473,5438
6375,8474
6467,5622
6453,6063
6616,1010
265,1280
6421,7054
6456,5969
6402,7642
6452,6098
258,1501
290,511
288,575
6379,8365
290,514
6423,7000
6462,5791
259,1477
6424,6967
6421,7067
6545,3222
6376,8461
6446,6289
6381,8311
6421,7071
6476,5366
6401,7689
6421,7068
6544,3262
6606,1338
6453,6080
6476,5367
6396,7853
6549,3108
6523,3914
6381,8323
6452,6122
6450,6183
6527,3796
266,1280
6421,7080
6548,3150
6449,6218
259,1501
2246,5439
6452,6127
6440,6499
6519,4050
6535,3561
2320,3152
6424,7001
6380,8365
6463,5791
6523,3931
6478,5332
6462,5828
2413,274
6473,5491
6523,3940
6520,4037
6462,5834
6473,5493
6423,7047
6550,3109
6455,6060
6448,6275
6550,3118
6451,6187
6405,7613
6604,1443
6446,6341
6456,6038
6423,7061
284,760
6379,8422
6381,8360
6519,4089
6381,8365
6530,3746
6381,8364
6423,7069
6534,3625
6449,6260
6401,7754
6533,3661
6520,4069
6532,3696
6463,5834
6396,7911
2248,5429
6380,8414
6455,6088
265,1369
2310,3509
6541,3421
6380,8411
6550,3148
6549,3179
6473,5534
6476,5441
6424,7053
6534,3643
6404,7671
6385,8265
6549,3180
6523,3992
6548,3216
6379,8455
6473,5540
6424,7066
6379,8461
6483,5237
2311,3495
283,828
2399,769
2152,8426
6423,7094
6402,7745
6534,3653
6449,6295
6515,4249
6424,7069
6381,8401
6396,7935
6452,6205
6379,8466
6519,4133
283,839
266,1369
6380,8446
291,594
6519,4136
6471,5624
6523,4010
6473,5567
6391,8108
2323,3145
265,1408
6381,8422
6527,3894
6541,3460
2380,1384
6451,6255
2201,6937
6549,3222
6523,4027
6462,5918
300,333
6552,3132
6476,5488
6534,3695
6451,6267
269,1303
6470,5684
292,594
6517,4224
272,1216
6382,8415
6549,3238
6529,3858
6385,8321
6397,7948
2203,6892
6392,8110
6397,7954
6552,3148
6523,4047
266,1408
6485,5224
6381,8455
289,696
269,1316
6476,5509
6529,3864
6541,3492
6476,5514
6396,7993
6533,3745
6608,1420
6549,3255
6550,3222
6381,8461
2311,3561
201,3435
6381,8466
6529,3878
6477,5490
6519,4193
6391,8161
6455,6175
6519,4191
2304,3786
6456,6150
6548,3297
6534,3730
6396,8008
6519,4194
284,876
6550,3238
6460,6028
2296,4042
6550,3237
6396,8011
283,910
6515,4329
6549,3274
290,696
6462,5979
6548,3318
6608,1457
6476,5549
6396,8029
297,490
6523,4096
6548,3320
2311,3597
6462,5992
211,3162
6523,4099
6534,3758
6382,8470
6389,8253
265,1490
6552,3205
6391,8195
6462,5993
6608,1474
6533,3799
6487,5224
6534,3767
2304,3823
283,941
6476,5568
6473,5667
2401,827
6386,8368
6523,4121
6623,1021
6408,7685
6523,4119
6548,3344
6451,6351
6462,6016
6456,6200
6476,5585
6383,8467
4320,6884
266,1490
291,715
6462,6022
2308,3726
283,966
6548,3362
6519,4261
6460,6087
6488,5226
6488,5224
2175,7856
6475,5632
211,3210
6533,3843
6533,3840
6552,3257
2325,3223
6429,7068
2413,497
288,837
292,715
6552,3266
6549,3358
6429,7078
6552,3265
6549,3363
2325,3233
6527,4048
211,3235
6488,5260
289,822
6473,5724
6487,5296
6456,6255
6552,3285
2317,3496
6550,3345
289,831
6531,3941
6408,7753
6534,3847
6545,3508
6535,3818
2231,6172
6541,3639
211,3258
287,906
6537,3766
6550,3363
291,783
6439,6803
2312,3674
6519,4326
6454,6341
6397,8108
2312,3673
6532,3929
6439,6811
6439,6810
289,859
2390,1266
6478,5611
6468,5920
6546,3501
6543,3594
6534,3880
217,3096
6439,6824
6439,6822
2328,3198
6484,5431
6439,6826
6462,6113
2304,3943
6488,5312
6558,3141
6483,5470
6548,3462
211,3299
6440,6808
6397,8140
292,791
6439,6842
2304,3957
2325,3306
6489,5299
4320,6999
2257,5418
6552,3349
6440,6821
6549,3442
6550,3416
2257,5427
6389,8411
6623,1156
2298,4157
6400,8068
6397,8161
284,1058
6478,5649
6462,6152
6440,6834
284,1060
6440,6833
271,1463
6469,5933
6471,5871
6477,5684
6555,3273
6552,3366
211,3327
6487,5379
6440,6835
2425,233
6389,8422
6440,6840
6541,3709
2250,5660
6440,6839
6491,5265
6440,6846
6478,5667
2320,3496
6488,5360
6475,5762
6488,5359
6440,6847
6549,3475
6440,6854
6456,6356
6402,8036
6476,5742
6546,3571
6545,3602
289,929
281,1179
6397,8195
6439,6892
2321,3476
2310,3820
6548,3511
6389,8446
6523,4292
6470,5933
2419,444
6439,6901
6397,8202
6552,3396
6439,6905
6485,5483
6475,5791
6468,6007
6535,3936
6550,3471
6548,3532
6389,8461
6487,5422
2182,7809
6413,7721
6439,6914
290,929
282,1179
6549,3508
6549,3514
6437,6986
211,3383
272,1493
6527,4195
6439,6923
6441,6861
6401,8101
6535,3946
6465,6116
6487,5441
6550,3487
6494,5222
6470,5970
6548,3552
215,3269
6487,5449
6439,6937
6439,6935
6478,5725
281,1228
6548,3560
276,1390
6549,3532
6475,5833
6550,3508
6473,5895
6440,6918
284,1144
6440,6917
6477,5768
6561,3171
6401,8131
6563,3109
6439,6952
6488,5433
6439,6951
6475,5834
2263,5336
289,996
2332,3202
2332,3201
6541,3799
6491,5348
6418,7611
6541,3797
6392,8415
6487,5477
6462,6252
6444,6814
6533,4054
282,1228
6555,3370
6548,3594
6396,8306
6491,5359
6391,8459
2335,3125
6444,6815
6413,7776
2406,926
6488,5457
6552,3471
289,1019
315,214
6439,6980
6391,8468
6440,6948
6488,5460
6491,5367
6392,8436
281,1270
6402,8125
6397,8287
6527,4255
6487,5500
6548,3608
6439,6993
6563,3148
6491,5379
6413,7802
6553,3462
6412,7832
6418,7645
2413,730
6439,7001
6549,3590
291,979
6405,8053
2416,642
283,1231
6439,7003
6404,8094
208,3560
6470,6047
208,3561
290,1019
2261,5455
2302,4183
2219,6759
282,1270
6471,6018
6563,3180
6563,3179
6401,8207
6439,7033
6396,8365
6396,8364
6549,3627
6549,3626
6534,4089
6488,5521
6406,8062
6396,8371
2311,3936
6440,7014
6418,7696
6563,3200
6439,7044
6563,3199
6559,3323
6476,5896
289,1088
6498,5218
209,3570
6473,5992
281,1339
6498,5224
2311,3946
6545,3765
6491,5439
6549,3640
6549,3647
6398,8327
6475,5940
283,1284
6498,5226
6462,6341
208,3612
6552,3557
2252,5783
2307,4081
6491,5451
6440,7031
218,3309
6439,7069
6401,8247
218,3310
6550,3627
6439,7068
2410,893
6440,7036
2244,6042
6498,5237
6397,8368
6439,7066
6421,7630
6552,3567
6487,5582
6477,5899
218,3318
6534,4136
6396,8414
6555,3484
6439,7080
282,1339
6396,8411
6440,7053
6402,8230
6561,3300
6487,5594
6498,5260
2308,4076
6550,3647
6483,5724
6498,5258
6487,5599
6549,3683
208,3644
6447,6844
318,235
6402,8238
6447,6843
2316,3834
315,328
6444,6935
6549,3687
283,1324
6546,3784
302,738
289,1142
6549,3688
6529,4308
6413,7911
2302,4278
317,276
6485,5678
2311,3998
2212,7069
6475,5993
6563,3264
2304,4222
6476,5959
6386,8749
6396,8446
6563,3267
6397,8412
6548,3738
6550,3676
6423,7613
6549,3705
2221,6807
2305,4203
6563,3274
6488,5599
2305,4202
6541,3963
6546,3807
6559,3403
6419,7742
310,520
6483,5762
6397,8428
6552,3630
6442,7040
290,1142
6424,7597
6397,8433
6404,8216
6419,7755
298,899
2314,3944
6397,8440
6494,5438
6550,3702
317,318
265,1930
6423,7638
6545,3863
6555,3552
2336,3267
283,1376
6477,5969
6397,8448
6478,5943
6494,5447
2332,3398
6476,6003
6561,3375
6444,7001
6563,3312
6563,3311
6473,6101
6444,7000
6491,5543
2435,210
6487,5670
6561,3380
6422,7696
6549,3759
317,340
6418,7819
6473,6113
221,3322
2169,8470
6406,8199
6549,3766
215,3511
6424,7640
6473,6121
6549,3765
217,3450
2321,3763
217,3451
281,1467
315,414
6498,5351
6488,5661
6401,8357
317,354
6404,8267
6489,5632
6423,7685
297,982
6423,7689
6494,5486
320,276
6494,5491
6413,8002
6541,4034
6421,7753
6502,5241
6546,3877
6488,5682
284,1396
6476,6053
2323,3725
318,344
6558,3515
6502,5249
6563,3358
6623,1505
6535,4233
6535,4232
282,1467
6563,3363
319,320
6550,3765
6563,3362
6549,3803
2433,325
318,354
6548,3833
283,1440
6411,8079
6476,6064
211,3672
6423,7713
6470,6255
6444,7061
315,452
6549,3804
6401,8392
2241,6282
297,1014
6421,7777
2310,4150
6424,7689
6418,7874
218,3468
6502,5269
6491,5614
6447,6985
6561,3450
6565,3325
6552,3734
6489,5687
6547,3889
6494,5531
218,3479
6573,3081
6494,5535
2322,3793
6504,5224
6552,3736
6504,5223
2308,4232
6498,5414
2308,4233
6444,7094
6565,3342
6549,3837
2325,3711
6549,3836
6421,7804
318,393
6573,3098
2309,4208
221,3401
221,3402
6502,5297
6423,7753
317,428
208,3808
6418,7907
217,3531
6402,8408
6475,6145
6563,3416
6401,8438
6402,8406
6549,3848
289,1303
6401,8443
317,436
2174,8408
6552,3759
2340,3261
6402,8413
6549,3862
6563,3428
6549,3861
6401,8449
6494,5572
6485,5850
6401,8454
297,1070
297,1074
6502,5331
6561,3501
318,428
6406,8305
221,3435
6555,3693
6550,3848
218,3530
6563,3444
288,1361
6421,7845
6485,5860
6487,5798
6563,3442
317,463
6502,5338
318,436
6548,3911
6447,7042
6549,3887
6423,7792
6401,8474
2222,6949
2218,7076
6498,5465
6451,6929
6418,7952
6549,3889
215,3636
6485,5872
6549,3888
6488,5786
6416,8017
6498,5475
317,477
6550,3862
6475,6187
6498,5473
2310,4231
6500,5418
2174,8450
6423,7804
6487,5819
6573,3153
6423,7802
6403,8429
6424,7777
6553,3778
6485,5885
6424,7776
6561,3528
319,426
6413,8122
6487,5827
2347,3096
6504,5306
291,1298
6549,3910
318,463
6549,3909
6563,3475
6447,7070
6447,7076
6487,5836
6478,6113
6550,3888
6502,5376
6477,6150
6575,3111
6424,7792
6497,5535
6420,7921
318,477
6424,7802
6549,3925
6548,3956
6403,8457
319,450
6550,3898
6456,6811
6488,5819
291,1322
6491,5732
6424,7809
6573,3190
320,426
6413,8148
2331,3620
6487,5860
6550,3906
6471,6355
292,1298
6491,5734
291,1329
6563,3508
6403,8473
6455,6861
6488,5836
6552,3857
6500,5468
6421,7917
6571,3272
2418,946
297,1161
6450,7027
6484,5973
324,325
320,450
6494,5661
6502,5418
292,1322
6563,3532
308,832
318,523
6408,8346
6475,6269
6545,4098
6457,6826
6502,5429
6476,6242
6549,3977
6573,3232
326,284
6406,8415
6502,5438
6563,3553
6406,8419
2310,4321
6550,3960
6406,8424
6563,3557
6458,6811
2413,1135
6458,6815
6423,7900
6502,5451
6458,6814
224,3461
291,1384
6487,5914
2318,4086
6504,5393
6500,5520
6573,3263
2337,3505
6563,3577
317,593
218,3663
6386,9061
6563,3574
6432,7642
6476,6277
2338,3481
230,3298
2178,8445
6477,6255
6488,5914
289,1473
6545,4151
297,1229
6579,3096
6421,7993
6563,3590
2201,7742
6498,5611
2319,4086
320,521
302,1082
297,1238
6579,3103
6419,8062
317,619
6498,5619
2338,3505
2410,1273
6424,7911
318,593
6550,4012
6502,5500
6487,5964
6408,8411
6552,3947
6418,8108
6487,5968
6561,3679
6408,8422
6487,5971
6456,6931
290,1473
6419,8085
6563,3620
6456,6935
6386,9105
2345,3306
6488,5950
6578,3159
6510,5265
6417,8155
6549,4063
6563,3627
6550,4030
6421,8029
6563,3626
298,1237
318,619
6429,7785
6545,4189
291,1456
317,653
6565,3573
6478,6269
6408,8446
6487,5996
6488,5964
6578,3180
6563,3645
6418,8140
6578,3179
238,3110
6488,5968
2248,6337
6550,4052
6510,5291
6510,5290
6563,3647
6549,4081
6412,8327
6504,5481
6502,5543
6498,5667
2254,6160
6575,3278
6549,4090
6408,8461
6478,6289
6573,3351
6510,5304
6578,3195
6549,4094
6413,8308
6579,3169
6578,3200
292,1456
6578,3199
6504,5492
319,620
318,653
2337,3601
6418,8161
6478,6301
6579,3170
6549,4106
2352,3141
6504,5505
6478,6311
6550,4077
6510,5317
6504,5510
6457,6967
2332,3770
6549,4117
329,330
6458,6937
6419,8153
6563,3688
6550,4090
6563,3687
6578,3222
6575,3315
6550,4089
2331,3811
6563,3692
6563,3691
6458,6946
6563,3690
6477,6356
2351,3192
297,1332
6502,5588
6483,6176
6504,5525
6421,8097
6418,8195
6484,6147
238,3168
2345,3386
6457,6991
6485,6123
324,503
6549,4138
6502,5594
6576,3300
2342,3484
6563,3702
6578,3237
6565,3640
6498,5717
6458,6963
6510,5350
6418,8202
6563,3713
6549,4146
6563,3712
298,1318
6458,6966
6545,4275
2424,952
6545,4272
6397,8867
6578,3255
317,738
6458,6973
217,3839
6429,7879
324,523
217,3840
6563,3724
6510,5366
6554,4002
6561,3784
6578,3264
6575,3356
6504,5556
6575,3355
6555,3975
6487,6088
239,3168
6456,7047
6510,5379
6514,5255
2233,6892
6419,8199
6418,8229
6504,5563
6574,3393
6558,3894
6545,4303
6458,7000
6488,6069
6549,4177
6565,3687
2342,3528
6563,3746
6571,3498
6565,3684
6439,7597
6421,8155
6487,6109
318,738
2417,1206
2257,6169
2325,4060
6549,4189
6423,8095
2280,5457
2347,3380
6555,4008
6558,3915
2231,6978
238,3226
6498,5773
6420,8202
2408,1499
6487,6123
6419,8237
209,4136
327,479
6550,4175
6549,4205
6465,6809
6498,5786
6456,7094
6549,4211
6563,3776
6549,4215
6563,3780
6549,4212
238,3249
6498,5799
6565,3720
6565,3727
6418,8284
6573,3477
6548,4258
6418,8287
6549,4226
6559,3916
6465,6829
6573,3481
6565,3729
6465,6828
6565,3728
6439,7640
317,813
6517,5220
6548,4265
6465,6837
6465,6836
6567,3674
6549,4239
327,511
6498,5819
6504,5632
319,760
6487,6158
2212,7613
327,514
6586,3096
6550,4211
2186,8424
6465,6851
334,301
6550,4215
6549,4246
6549,4245
6487,6167
6494,5950
317,830
2268,5885
6550,4220
6550,4219
238,3283
6498,5829
238,3284
310,1053
2289,5240
6578,3359
6514,5342
6575,3450
238,3292
6578,3363
6465,6866
6465,6865
6578,3362
6548,4292
6563,3827
6586,3117
6563,3837
2266,5969
6465,6873
6419,8305
2427,982
6504,5668
6565,3777
6458,7094
6578,3373
6465,6883
318,830
6440,7657
6549,4282
6424,8155
6514,5371
6421,8253
6488,6176
6515,5339
6498,5866
2413,1431
6468,6802
6465,6893
6465,6892
6563,3861
6549,4295
6548,4326
6519,5224
2342,3637
6563,3859
6510,5507
6421,8265
6488,6187
6563,3862
2335,3863
6558,4023
6439,7711
6510,5509
6418,8368
238,3337
6573,3561
6468,6816
334,363
6419,8334
6573,3560
6465,6915
2232,7064
309,1140
6418,8371
6438,7755
6520,5213
6519,5243
6550,4282
217,3998
6465,6916
6573,3575
6584,3233
317,901
6563,3883
6502,5773
317,903
2347,3508
6517,5315
6563,3888
6485,6305
6416,8444
6563,3887
6520,5220
2358,3172
2358,3171
6489,6191
6504,5725
6563,3896
6417,8422
6424,8205
224,3799
6510,5543
6587,3156
6519,5263
2342,3680
6550,4308
6513,5454
6416,8460
6519,5267
6439,7753
6578,3444
6421,8311
2441,617
6444,7597
6502,5798
6510,5549
6563,3910
333,436
6574,3576
6418,8412
318,903
6440,7734
6552,4262
285,1930
6504,5747
6563,3925
6465,6963
6419,8388
6554,4203
6563,3924
2212,7734
6440,7742
6565,3866
6439,7777
6418,8428
6573,3623
6439,7776
6470,6814
6418,8426
6514,5456
6555,4183
6491,6167
6573,3624
6517,5360
6578,3475
317,957
6563,3939
6418,8440
6424,8253
6439,7792
6579,3451
6579,3450
221,3943
6418,8448
6498,5968
2201,8101
318,938
6520,5284
6419,8415
318,942
6419,8419
6563,3960
6419,8424
6563,3959
6439,7802
6588,3190
6439,7809
6566,3871
6418,8459
6421,8365
6418,8458
318,956
318,957
6578,3508
6419,8437
310,1206
6563,3971
6510,5614
315,1052
6563,3977
6575,3604
6561,4038
6432,8036
6573,3664
6578,3509
6563,3980
6517,5404
6468,6930
6561,4047
6563,3984
6520,5315
6498,5997
6419,8453
6571,3740
327,696
6556,4203
2244,6808
6578,3532
6563,3997
6487,6351
6439,7845
231,3686
6419,8469
315,1083
310,1239
6575,3631
2352,3474
6424,8311
6578,3544
318,995
6420,8440
6510,5650
6582,3418
6423,8346
6578,3548
6517,5438
2296,5215
2275,5866
6519,5375
6578,3545
2362,3171
6489,6311
6565,3954
2193,8412
2340,3858
2244,6834
6517,5447
6575,3648
6421,8422
6578,3553
326,760
238,3488
6423,8365
318,1011
334,518
2420,1390
329,674
6420,8459
6563,4026
6488,6351
6563,4031
6504,5866
2358,3318
6422,8412
318,1026
6519,5402
6498,6060
319,998
6421,8446
