award_winner_1,award_winner_2
1220,852
3229,4108
2178,3921
7412,5509
3258,3211
4288,4048
3256,3276
6405,3963
7569,646
6513,613
6426,3310
3256,3277
6426,3309
6513,612
6397,4208
3253,3372
6513,618
7456,4153
7420,5268
6403,4027
2188,3624
1220,864
3262,3100
6426,3318
2201,3222
7369,6852
6414,3689
3316,1428
1144,3223
4281,4282
12758,3643
3262,3101
1231,527
3257,3256
2259,1426
3238,3848
6513,625
6420,3508
12758,3641
3261,3134
2169,4218
7453,4252
6426,3321
6414,3693
6497,1127
6512,662
3262,3105
6489,1374
3316,1434
1148,3106
7469,3760
1221,845
7365,6990
1144,3233
1144,3234
6513,639
6426,3336
1230,571
5344,4107
4290,4014
6396,4263
12758,3659
4289,4051
2133,5350
7369,6872
7472,3679
3257,3277
7474,3624
6513,647
6426,3344
7550,1268
3322,1261
3257,3276
12758,3656
6521,398
6418,3590
6498,1110
3318,1390
7318,8464
7465,3907
7364,7037
6430,3223
7474,3626
6421,3501
6399,4183
7422,5237
6396,4275
1218,957
6422,3476
6426,3352
7457,4157
7550,1274
6426,3350
6409,3876
7459,4094
7567,753
6421,3511
6398,4224
6400,4161
4282,4281
5252,6979
7465,3913
1221,871
6418,3601
3258,3262
7481,3423
7330,8102
7465,3917
6399,4195
6426,3358
6417,3637
4296,3855
3262,3143
7481,3424
6397,4267
6426,3368
6410,3864
7400,5941
2035,8417
6513,669
6420,3551
6513,668
6418,3620
1150,3086
6513,672
6426,3369
3262,3154
6429,3282
6416,3685
13670,8181
6426,3374
7492,3095
7465,3932
6421,3528
6435,3094
7315,8589
6426,3379
12758,3697
7396,6075
12758,3698
6407,3973
5363,3569
3262,3163
4283,4284
6424,3450
6404,4069
7320,8440
6408,3944
3259,3260
6426,3385
6408,3943
6431,3230
3347,535
3282,2550
6428,3330
6425,3422
6405,4042
2174,4131
3258,3298
7321,8419
7468,3862
6435,3117
2178,4009
7492,3117
6367,5224
6421,3549
6403,4107
7454,4294
6513,696
7482,3432
6428,3338
6411,3864
6426,3399
1223,852
2182,3892
6396,4328
3350,454
7476,3622
7457,4211
6420,3590
7375,6753
7369,6938
6426,3403
1230,639
7328,8207
7482,3433
6417,3680
7481,3464
7369,6943
6423,3501
7389,6322
6404,4089
7335,7995
3259,3280
3258,3314
6367,5241
3258,3313
7461,4094
1223,864
6513,712
3262,3194
5303,5460
7324,8346
6510,812
3336,902
3319,1428
3260,3259
4284,4283
3317,1495
1234,532
1144,3323
6530,200
12758,3735
3319,1434
6403,4135
6404,4103
6421,3576
7419,5412
7371,6898
7419,5410
3262,3210
3261,3241
6338,6160
6419,3649
3261,3240
6513,734
3258,3335
3262,3211
6513,732
6491,1421
6424,3496
4295,3959
2037,8422
6398,4301
6419,3650
3260,3280
6530,216
6513,743
6513,742
7348,7630
6513,745
7372,6883
7369,6976
3265,3133
6426,3448
3265,3132
2060,7719
6513,750
6430,3323
6525,378
2180,4001
6426,3445
3247,3695
3352,440
7369,6987
1136,3600
7479,3576
7373,6862
7555,1219
3318,1495
6426,3449
6421,3604
6513,752
7419,5441
6513,759
3262,3236
7478,3610
3262,3235
7478,3609
3350,510
7563,980
3350,512
1234,571
6412,3892
7370,6962
3256,3425
7468,3923
7567,854
7343,7804
3330,1136
1231,669
1148,3242
2181,3989
7460,4182
6426,3468
6403,4180
1231,672
6422,3590
6404,4147
7332,8154
6513,775
7547,1489
7481,3534
7478,3627
7369,7004
6431,3321
7341,7878
3321,1427
6421,3629
7465,4032
6504,1055
3262,3258
7465,4039
6426,3479
6410,3975
6421,3634
6370,5215
6520,564
7477,3665
6426,3478
6428,3416
3258,3383
7569,812
6426,3477
4286,4287
7324,8414
6426,3484
3248,3695
2270,1245
7477,3670
6529,290
6530,259
1153,3106
6421,3637
6426,3481
12758,3802
6435,3208
6426,3487
6408,4045
6410,3982
6498,1254
3257,3425
3261,3301
7338,7988
2132,5534
7349,7645
7334,8110
6498,1257
6414,3868
6439,3093
6370,5232
3258,3397
6426,3495
1245,266
6426,3493
6403,4213
6426,3500
6439,3095
2180,4058
7332,8184
7460,4215
3351,527
7324,8437
7406,5895
6410,4003
6424,3569
6513,815
6426,3512
6435,3233
6426,3511
7473,3821
7491,3269
6526,416
6530,292
7557,1222
4287,4286
7314,8754
6405,4165
3263,3264
7488,3359
3262,3298
6400,4325
4294,4073
6400,4324
6529,325
1221,1035
6418,3765
7421,5447
6517,703
7376,6841
6494,1414
6425,3552
6513,830
1234,639
1221,1043
6513,828
6523,518
6421,3680
7492,3254
6414,3904
6418,3780
6426,3530
6370,5265
6526,436
6513,839
3262,3313
3325,1365
3256,3508
6423,3637
6530,320
14746,7764
6426,3542
6530,318
6513,845
3264,3263
7549,1501
7402,6064
7486,3460
6414,3923
7475,3800
7373,6962
7496,3148
6517,729
7488,3402
1144,3456
7488,3401
7484,3525
6530,330
6402,4298
7466,4081
7462,4212
7550,1483
7346,7806
6431,3403
7372,7006
3251,3685
6426,3561
6513,871
2283,926
6418,3815
3261,3379
7373,6976
6510,961
6426,3565
7489,3387
7343,7913
6369,5339
6513,875
5474,316
7327,8408
7316,8749
3270,3104
7463,4190
6370,5312
3270,3105
4322,3264
6426,3575
6424,3637
6435,3296
6530,350
2188,3881
6525,511
6425,3611
7470,3982
6403,4291
6426,3578
6530,354
3265,3266
7486,3492
6515,825
6426,3583
7373,6994
7327,8419
7490,3366
6513,885
7464,4171
6423,3674
6371,5286
7492,3310
6530,364
6423,3680
7563,1106
6428,3530
7417,5639
6411,4057
4315,3497
7569,926
6430,3466
3256,3557
6517,768
6426,3589
6513,892
3264,3311
4306,3780
1127,4023
6426,3595
6517,773
6420,3780
3252,3685
7470,4004
6440,3166
7409,5892
6435,3318
7463,4225
3270,3136
3270,3135
6513,904
7342,7980
6421,3763
6426,3608
6513,910
2199,3575
7346,7860
6424,3674
3266,3265
7556,1349
6513,914
3270,3144
3270,3143
3358,418
6369,5383
6409,4143
1144,3517
7379,6838
7484,3590
3262,3397
1153,3242
7485,3557
6429,3525
6424,3680
7494,3277
6429,3524
3257,3557
3253,3681
3258,3526
7569,959
3271,3125
1231,828
7482,3654
6373,5265
3253,3682
6431,3473
3362,308
6513,929
3270,3162
6513,935
2290,773
6371,5336
7474,3910
3258,3535
6440,3202
6425,3667
1231,839
7496,3233
7337,8162
7469,4070
6440,3201
7500,3109
7465,4194
12758,3951
6426,3640
6409,4167
6513,941
7478,3794
7379,6862
2189,3917
7499,3149
7474,3923
6510,1039
3267,3268
6421,3796
6422,3765
7491,3401
6440,3214
14746,7868
1242,510
7379,6872
6440,3213
7343,7987
3358,451
6413,4048
7499,3150
7379,6877
6530,428
6444,3092
6530,426
1142,3616
7491,3402
7328,8455
6530,425
3344,892
2201,3557
7496,3254
1217,1294
1230,892
6444,3095
6530,436
1142,3622
7463,4280
7498,3195
7481,3722
7314,8898
6439,3255
3363,308
7419,5642
6439,3254
7469,4092
6418,3905
3265,3349
3359,435
6512,998
7419,5649
6426,3663
6513,966
2199,3629
2199,3628
7379,6886
12758,3987
7472,4009
6512,1001
7465,4231
12758,3983
7563,1192
6530,447
6369,5438
7315,8879
7487,3547
3347,816
6373,5312
7478,3825
3268,3267
6530,451
6370,5410
6514,946
6530,450
6428,3611
3270,3210
1220,1223
6425,3711
3274,3088
7468,4144
7567,1075
6440,3244
7501,3120
6440,3243
6498,1452
7487,3561
3274,3089
6523,676
7468,4147
6412,4115
7569,1016
2204,3496
6441,3223
6530,463
7568,1052
1149,3435
7488,3531
7381,6848
12758,3998
6414,4057
1216,1359
7410,5956
7430,5336
6422,3815
7563,1210
7486,3604
7412,5897
3246,3972
7496,3292
6513,997
7476,3911
6530,469
6373,5336
2067,7755
6421,3855
3261,3511
1224,1122
7486,3605
3261,3512
1245,473
6439,3300
6513,1006
6440,3268
12758,4013
3270,3235
6420,3887
6421,3856
1231,910
7314,8948
7485,3647
1144,3608
6530,483
7473,4017
7478,3862
4298,4143
7477,3899
3265,3396
7338,8207
6373,5354
6526,611
12758,4024
6418,3959
6513,1013
6418,3957
6513,1019
7316,8893
1218,1323
7430,5358
6429,3621
7379,6938
6439,3317
6513,1023
7555,1489
6510,1115
6525,649
7377,7004
6510,1120
2201,3627
12758,4041
7465,4287
3274,3133
6513,1030
6412,4161
6431,3572
1215,1428
6421,3881
7411,5958
6513,1035
12758,4051
6437,3391
1244,532
1221,1245
3261,3542
6418,3977
1215,1434
4298,4167
2188,4040
6373,5379
7464,4325
7377,7022
6513,1038
7464,4324
7465,4293
6525,665
1231,941
6513,1043
7357,7646
7496,3337
7482,3771
3266,3396
7482,3770
7469,4173
7314,8984
6409,4271
6408,4302
7556,1480
6530,518
7377,7028
6519,858
1245,516
7487,3623
6408,4303
1216,1419
2099,6815
3262,3529
7379,6976
7492,3473
2213,3282
6513,1059
2205,3532
7487,3632
3251,3877
6513,1057
6435,3474
7567,1150
6535,374
1216,1427
6413,4163
6413,4162
7499,3263
3245,4066
7465,4316
1231,966
6369,5531
7504,3113
7382,6895
6435,3484
3261,3575
6530,537
6424,3823
6373,5410
7481,3830
6369,5534
1223,1220
3258,3672
1244,571
7505,3091
6520,858
7325,8671
3253,3828
3344,1010
7358,7646
6373,5412
7504,3126
6374,5388
7466,4303
6513,1078
6530,551
7466,4302
6520,859
6439,3376
7501,3222
2143,5481
7501,3221
6439,3375
1234,892
6435,3498
6417,4056
3270,3314
6369,5550
7563,1303
7335,8371
3256,3749
7499,3286
7338,8284
7489,3602
7377,7074
3252,3877
2302,559
7476,4003
7354,7785
3246,4066
7323,8753
6517,971
6413,4195
7572,1034
7316,8969
6421,3946
7342,8162
6513,1093
6419,4007
6419,4006
7469,4230
7469,4229
6409,4327
6426,3800
7569,1135
6419,4017
12758,4111
1218,1406
3344,1035
6512,1133
3276,3146
3258,3703
12758,4110
7478,3953
7472,4146
12758,4123
3276,3147
1230,1038
3272,3273
3270,3335
6368,5599
12758,4122
3277,3121
1220,1351
3272,3275
7408,6133
7505,3125
6410,4308
6502,1456
6512,1145
3274,3220
6420,3996
3257,3749
3274,3221
6530,590
6513,1117
6513,1122
6530,594
6425,3849
7380,7011
6530,593
6520,903
6421,3979
6421,3978
6419,4040
7486,3730
7504,3177
7357,7733
3278,3111
1242,692
7495,3454
7477,4012
6424,3894
6440,3398
6419,4049
2211,3422
7501,3274
3276,3178
3277,3147
3277,3146
6526,729
6418,4084
3273,3272
3273,3275
7383,6934
6422,3957
1244,639
7421,5763
6421,3995
14746,8060
7469,4274
6513,1142
3344,1080
6426,3844
6530,619
6411,4308
7381,7004
1144,3747
6513,1151
6510,1243
6530,623
7564,1342
7563,1373
6423,3944
7500,3325
12758,4172
6513,1154
1232,1025
7486,3758
6423,3943
6520,936
3270,3383
3272,3321
6440,3415
6411,4321
1221,1369
6534,507
6444,3297
7475,4103
6379,5311
7574,1034
7567,1250
6439,3450
3358,662
1218,1466
7486,3767
6530,635
7474,4138
3344,1097
7504,3207
3344,1100
1166,3081
6445,3275
6426,3864
6513,1167
7507,3119
3277,3178
6513,1171
7500,3342
3344,1103
7563,1388
6440,3433
6440,3432
7491,3625
6426,3872
7472,4212
7504,3226
6512,1210
7383,6976
3280,3098
6435,3594
6370,5609
6526,773
7563,1401
6424,3941
6542,283
12758,4192
3265,3567
6445,3289
3362,559
1237,899
7504,3227
6530,653
3273,3321
7502,3296
6513,1187
6420,4070
3351,902
7491,3636
7504,3232
6412,4316
6513,1184
6421,4036
7473,4199
7474,4167
7473,4198
1166,3107
1218,1496
7486,3799
1258,259
7496,3488
6426,3890
6513,1193
3247,4136
6517,1068
3281,3085
3281,3084
3369,356
7497,3462
6513,1198
3275,3273
3275,3272
6513,1196
7503,3274
1223,1351
7470,4303
7563,1420
7475,4147
7472,4239
6452,3091
6530,680
6429,3809
6421,4056
7385,6947
3265,3594
6514,1177
3276,3256
6426,3912
6429,3819
7419,5897
12758,4223
6426,3911
2201,3815
3276,3257
7424,5739
6381,5311
1166,3134
3262,3696
1230,1151
7501,3357
6448,3232
6513,1216
7485,3859
3269,3480
7323,8879
6453,3081
6513,1221
6426,3917
3248,4136
7353,7954
12758,4241
3262,3703
2206,3674
7338,8424
6513,1231
1234,1038
2206,3673
6434,3679
6513,1230
7408,6252
7386,6934
6426,3932
3272,3399
6513,1234
12758,4252
1230,1167
7505,3249
7320,8984
3276,3277
6530,705
3281,3127
2290,1080
7569,1268
6447,3282
6510,1329
7495,3569
3281,3128
6530,715
3277,3257
3277,3256
12758,4256
3275,3321
6513,1245
3265,3630
1232,1118
6513,1244
3335,1463
3368,440
6429,3855
6418,4196
7498,3481
7485,3884
3274,3357
2216,3387
7479,4076
6418,4197
7436,5407
6530,731
6423,4046
1230,1193
6418,4208
6378,5447
3273,3399
12758,4269
6369,5724
6447,3306
1232,1135
6530,740
6418,4212
3277,3276
1230,1198
7478,4117
7411,6200
6373,5609
4326,3530
7489,3780
6513,1268
6530,741
3281,3161
6439,3569
6425,4002
6530,747
6421,4126
6385,5241
1245,743
7484,3939
6369,5743
1245,745
7482,4007
1221,1490
6418,4222
6385,5244
6373,5616
7492,3702
3369,440
6513,1280
3283,3111
1245,752
7383,7085
3282,3141
3283,3110
6426,3982
3273,3422
6513,1284
2157,5253
6512,1322
7390,6872
7506,3275
7365,7645
6454,3118
6385,5257
7496,3590
6510,1388
6373,5634
6421,4146
6420,4177
7400,6564
7567,1387
6421,4144
3270,3526
3361,705
4302,4303
3281,3187
7488,3840
7483,3995
3278,3279
7488,3839
6526,893
7509,3195
1232,1172
1230,1234
7409,6293
7504,3348
6450,3254
2213,3530
3274,3410
6525,935
7354,8003
6421,4157
6420,4187
6419,4225
12758,4319
7563,1528
6513,1309
1230,1244
7494,3665
7419,5990
6523,998
3249,4192
2188,4315
3282,3172
3284,3110
6513,1313
7481,4073
3282,3171
6387,5218
3284,3111
1144,3917
6440,3580
6452,3208
7419,5999
7363,7734
7320,9067
6440,3579
7437,5447
6418,4267
6367,5847
6513,1321
1166,3240
1166,3241
3275,3399
6387,5232
6513,1324
3279,3278
7509,3222
4303,4302
3265,3715
5372,3932
3256,3996
6387,5241
6439,3629
1144,3932
6418,4279
6418,4278
6530,805
6387,5244
6520,1121
6373,5677
6513,1337
3352,1025
3259,3911
3263,3787
3280,3260
7391,6893
6447,3389
6387,5249
3280,3259
7507,3296
1234,1151
14747,8227
6439,3634
4328,3545
1166,3261
6455,3145
6530,820
7496,3639
7483,4049
6523,1041
7567,1444
6526,947
6513,1349
3261,3858
3265,3734
1172,3084
6423,4144
1172,3085
3339,1444
3285,3121
6423,4149
3285,3120
7390,6939
1234,1167
6530,830
3249,4241
4304,4305
6517,1239
6388,5237
2158,5296
6520,1144
6426,4057
3257,3996
6513,1366
6370,5798
14748,8219
7483,4069
7511,3200
7332,8749
6445,3478
6452,3261
6423,4160
7511,3199
6513,1369
7326,8933
6512,1406
3260,3911
3264,3787
7482,4103
6373,5714
6543,444
6513,1373
6453,3233
6370,5805
6530,852
6439,3673
6376,5626
6513,1379
1245,845
3269,3636
7349,8230
6525,1006
14746,8303
7369,7609
6426,4074
6530,850
6513,1376
3264,3796
6385,5350
6526,979
6513,1382
6421,4234
1231,1284
1258,447
3276,3425
7494,3737
6439,3674
6530,853
1234,1193
1166,3301
6378,5572
6422,4208
3285,3148
6424,4144
6526,982
1230,1321
6440,3654
6422,4212
6530,864
6529,895
1234,1198
6513,1390
6525,1017
7569,1421
3267,3712
6513,1395
7485,4031
1244,892
4305,4304
7481,4153
7502,3501
1172,3127
6529,903
1172,3128
7491,3847
7513,3165
6534,746
6420,4280
7513,3164
7515,3109
3283,3226
7511,3231
6422,4222
6530,874
1245,871
7488,3943
7495,3726
7349,8252
7511,3230
6421,4252
1230,1337
1258,469
7495,3733
7490,3888
7344,8413
6513,1405
6452,3296
7498,3637
6390,5224
7395,6836
6515,1348
6530,883
7344,8415
6513,1408
3277,3425
3264,3827
7496,3709
7504,3460
7486,4024
6513,1419
6452,3310
6441,3651
6373,5759
6513,1416
1232,1291
7357,8027
6530,896
7485,4059
1234,1230
1231,1324
6543,490
7478,4273
7396,6821
6534,774
6440,3694
7492,3849
6530,903
3352,1118
3284,3226
1172,3161
7365,7785
6525,1057
7478,4282
6390,5248
7511,3264
7482,4163
6421,4286
7482,4162
6431,3975
1234,1244
6423,4228
7569,1470
6376,5684
6530,909
3285,3205
4329,3611
6421,4293
3285,3206
6431,3982
6513,1440
2296,1100
7498,3680
6448,3462
6458,3151
7510,3306
3264,3861
7419,6126
6387,5350
3282,3306
7348,8334
7499,3653
3274,3553
3352,1135
1230,1382
6439,3742
7498,3688
6526,1052
6387,5361
1232,1324
7326,9019
6369,5918
3362,832
6425,4181
6390,5265
1172,3187
211,210
6513,1459
7391,7008
7485,4094
6548,373
7395,6883
3283,3284
3285,3222
7361,7936
3343,1426
1166,3379
1230,1395
6431,4003
6452,3351
3281,3352
6373,5805
7484,4131
3278,3450
6387,5376
7501,3610
7501,3609
7503,3553
6530,948
7517,3118
7391,7024
6370,5907
1231,1376
7494,3830
7517,3117
6423,4263
6513,1473
6517,1348
6376,5719
6457,3208
6379,5626
3348,1288
6513,1479
7514,3213
3281,3369
3281,3368
6461,3094
7497,3746
6378,5667
1230,1416
3352,1172
7392,7006
6456,3254
6378,5672
6452,3377
3363,832
7488,4027
6530,957
6461,3096
6513,1484
7516,3166
6458,3196
3284,3283
6440,3753
6513,1490
7369,7721
2213,3718
7507,3442
7518,3108
6530,967
7491,3943
6526,1090
6548,414
7505,3514
7336,8753
7392,7016
7485,4133
3264,3913
4330,3634
3261,4009
6526,1099
1144,4101
3377,414
6526,1097
3274,3610
6440,3770
3274,3609
2200,4135
7353,8234
7572,1445
3374,512
7392,7024
6534,854
6455,3303
6461,3117
6517,1380
7488,4054
6440,3774
208,356
6530,983
6440,3773
3283,3337
6440,3771
3286,3246
1234,1321
7515,3221
6435,3932
3374,520
3281,3403
2084,7742
7491,3963
6423,4303
7500,3684
3276,3557
6423,4302
7394,6976
6444,3657
6457,3254
7336,8773
7510,3378
6373,5857
4318,4026
4309,4310
6373,5863
7442,5491
6448,3537
6543,592
7415,6328
6437,3876
7516,3202
6440,3790
1258,590
7516,3201
6530,998
1234,1337
2289,1401
7514,3267
6526,1127
7421,6148
6369,5992
6553,288
7419,6217
6381,5626
6435,3952
7481,4294
7391,7082
6455,3330
6378,5724
6519,1353
6367,6064
6517,1414
1231,1440
6431,4079
1244,1038
5380,3892
7483,4234
7329,9008
6530,1009
1250,854
7332,8921
7492,3960
3284,3337
6423,4330
3277,3557
3352,1232
4311,4272
3287,3246
6387,5451
7495,3870
7337,8768
6434,3993
7482,4280
6534,899
1172,3281
6530,1028
7495,3880
4310,4309
6440,3816
3286,3287
7510,3413
6440,3821
7504,3604
7500,3728
2213,3786
7517,3207
3285,3324
6439,3856
3265,3947
3292,3110
7398,6894
6431,4103
7505,3576
6371,5968
7499,3767
1245,1035
7496,3863
7574,1445
6530,1041
7517,3219
7394,7032
1234,1382
3293,3090
1245,1043
7507,3533
7495,3903
7498,3815
7332,8961
3267,3905
7400,6852
7355,8253
6439,3881
13862,3147
6520,1370
3287,3286
1234,1395
215,216
6445,3693
3264,4001
7350,8412
6435,4009
6374,5899
6452,3481
6453,3449
7517,3232
7495,3914
6525,1216
1254,781
1166,3511
7519,3175
1166,3512
6530,1072
208,444
5398,3393
3274,3706
3274,3705
7342,8671
1237,1318
6425,4329
1268,358
3352,1291
6431,4147
1234,1416
7398,6944
7356,8243
7419,6290
5401,3318
7510,3476
7507,3569
7355,8280
7510,3473
6543,682
4312,4313
7513,3387
3274,3721
7513,3386
3288,3289
4323,3971
6393,5336
6530,1089
7509,3508
6373,5956
1172,3352
7509,3514
6465,3110
7507,3575
6435,4039
6461,3233
3269,3882
6548,535
7515,3333
1166,3542
7397,6990
6439,3918
7431,5934
6455,3422
6453,3484
7489,4143
7493,4019
7332,9008
6529,1133
7515,3334
6368,6123
7394,7085
6525,1256
7523,3093
7500,3804
209,451
6373,5972
3352,1324
1172,3368
1172,3369
7492,4056
6369,6101
1258,705
6519,1457
2202,4212
6530,1114
6529,1144
6439,3941
3370,773
6439,3940
6452,3536
7443,5582
7515,3357
1245,1117
3289,3288
13863,3181
6388,5525
1269,374
4313,4312
6462,3230
212,374
1244,1151
7501,3794
6525,1281
212,378
7499,3854
6523,1342
1166,3575
7507,3611
6369,6121
7515,3362
7510,3524
13863,3184
3379,510
7494,4019
7435,5847
6374,5969
3282,3522
6555,363
7412,6564
1244,1167
7502,3780
7505,3687
7420,6322
6530,1143
3269,3931
6530,1142
13865,3129
6435,4086
6530,1141
1172,3403
3282,3530
6530,1148
3293,3191
7499,3875
3293,3190
7508,3595
6530,1145
7517,3323
7419,6361
3292,3226
3288,3350
7495,4003
7515,3382
6526,1273
7353,8411
7504,3730
6485,2550
7485,4318
1258,747
3271,3881
3290,3291
6530,1153
6455,3478
1182,3105
7523,3145
7493,4075
6368,6181
5288,6892
3274,3794
13863,3221
13865,3159
3286,3424
7506,3674
1170,3484
2209,4045
7500,3866
2209,4044
1244,1193
6553,452
6457,3434
1244,1198
7514,3433
7500,3874
7515,3409
7498,3935
3297,3095
13865,3160
6439,3995
3293,3223
3276,3749
7510,3565
7515,3410
7523,3169
7493,4097
3289,3350
7495,4034
6455,3506
4315,4316
2147,5987
7491,4165
3291,3290
7523,3170
7494,4076
3387,321
7509,3609
6439,4010
7516,3398
6543,792
3377,635
1182,3143
6400,5224
3285,3486
7504,3767
7515,3426
1245,1192
1269,451
2209,4078
7526,3096
6374,6038
6456,3496
1244,1230
7508,3651
2146,6038
6454,3564
6529,1239
215,364
7513,3501
7518,3346
1244,1234
209,551
6553,492
7518,3345
3277,3749
6465,3227
3283,3562
6465,3226
6465,3225
7517,3380
6465,3224
3298,3101
6525,1370
7365,8097
6445,3849
215,373
2306,1090
6530,1220
6373,6087
7521,3267
6447,3793
3298,3105
13863,3277
4316,4315
7511,3575
6530,1218
7364,8131
7496,4039
6526,1348
6523,1441
6530,1223
6439,4044
1245,1221
3385,418
5399,3524
7517,3403
6548,674
7382,7588
7516,3433
7342,8825
6447,3802
6439,4056
6457,3496
3283,3591
216,364
6374,6075
6455,3564
3284,3562
6378,5950
6435,4183
208,614
6385,5739
3299,3101
7350,8589
6437,4131
7335,9061
7354,8471
6455,3572
7499,3976
6526,1370
3288,3448
3288,3449
7405,6892
7374,7860
3278,3761
7403,6959
2205,4258
7430,6121
6432,4298
7377,7770
7489,4298
6437,4142
3385,451
6530,1258
6468,3180
3293,3302
7509,3676
6439,4078
200,883
6376,6038
3292,3337
6369,6252
1275,330
3298,3154
6385,5763
7509,3687
7497,4058
3295,3249
7528,3095
7499,3994
7379,7721
3284,3591
3282,3656
7522,3286
3282,3655
7509,3688
6445,3904
6530,1269
3286,3534
7499,4005
7407,6857
6530,1275
6440,4065
6456,3569
6399,5336
7502,3910
7439,5863
3298,3163
6376,6047
7523,3264
7517,3450
6462,3387
6468,3200
209,623
7346,8749
6468,3199
6465,3292
7425,6300
3289,3449
2084,8036
3289,3448
1258,874
7508,3732
3294,3295
6373,6148
3301,3081
1245,1280
3283,3639
6379,5969
4321,4231
6455,3612
7520,3365
3272,3982
1182,3235
1182,3236
6526,1409
6433,4292
6528,1354
3297,3208
3288,3487
6470,3151
7500,3988
3277,3830
3282,3678
7499,4025
6530,1295
6454,3651
1244,1321
6530,1293
2211,4115
6373,6167
6530,1298
1269,551
1268,583
3293,3344
6526,1427
6465,3317
3298,3194
6441,4067
7342,8902
6530,1306
3368,1025
2238,3290
3301,3107
1244,1337
6369,6301
6441,4068
4319,4320
7337,9067
3295,3294
1182,3262
6559,416
7517,3484
1258,909
7408,6870
3284,3639
3289,3487
1254,1035
2332,386
3273,3982
1187,3114
3298,3210
7380,7742
7515,3557
6530,1323
7499,4051
6465,3337
6530,1322
3298,3211
7517,3492
3285,3617
3302,3090
6439,4146
6404,5237
1268,613
7500,4028
3293,3374
6543,926
3282,3718
6465,3348
3369,1025
209,680
7504,3914
7342,8936
6473,3107
3301,3134
7342,8933
7502,3980
6458,3576
7494,4227
6456,3637
3340,1930
6548,783
3300,3171
6553,634
4320,4319
3296,3297
3298,3235
6468,3267
7495,4205
6385,5847
6530,1351
6453,3738
6373,6217
6381,5969
7438,5969
6458,3588
6532,1294
6458,3587
3283,3709
3382,640
1244,1382
1280,266
7514,3623
3374,892
6530,1357
6379,6038
7409,6883
3283,3714
6404,5268
3282,3750
1189,3096
2097,7719
212,618
5499,559
1244,1395
3298,3258
6373,6239
3290,3507
1269,623
7513,3664
3298,3262
1245,1369
7507,3856
7411,6830
3297,3296
1183,3296
3264,4322
7495,4231
1183,3297
1187,3173
13867,3311
7519,3486
7509,3796
6548,826
3275,3982
7498,4143
3358,1412
2301,1411
7515,3614
7529,3180
6465,3402
3265,4299
200,1009
6465,3401
6455,3711
3284,3709
7523,3370
7384,7679
7525,3308
1244,1416
6462,3499
3284,3714
6444,4056
3282,3775
2146,6223
7462,5265
6373,6256
7404,7070
6563,371
7501,4061
7515,3627
6530,1394
3285,3686
6530,1393
212,647
6373,6266
3368,1118
6457,3661
3291,3507
3282,3786
3293,3445
3297,3320
7521,3450
6385,5897
7498,4167
6455,3732
6373,6273
6530,1406
6465,3421
