nominated_for_1,nominated_for_2
6414,2476
6431,1948
6412,2537
6439,1699
6402,2846
6421,2257
6432,1915
3314,271
8437,5295
6413,2511
6423,2201
6396,3038
6427,2076
6399,2944
6432,1921
6421,2262
3212,3435
6444,1548
6439,1703
6396,3036
6402,2850
6414,2478
6432,1920
6322,5330
6426,2105
6432,1919
6404,2787
6439,1702
6439,1709
6426,2111
6404,2792
6414,2482
6398,2978
6418,2358
6423,2203
6438,1738
6439,1707
6435,1837
6404,2798
6444,1558
6423,2209
6411,2581
6439,1713
6419,2332
6484,317
6419,2331
6418,2362
6423,2206
6414,2485
6415,2454
6476,563
6432,1934
6408,2678
6435,1841
4289,2830
6404,2801
6401,2894
6410,2615
6423,2212
4286,2924
6424,2179
6398,2985
6440,1683
6484,319
6404,2806
6417,2403
6398,2992
6438,1751
6423,2216
6429,2030
6408,2681
6407,2712
6480,448
6402,2866
6440,1688
6409,2649
3264,1842
6414,2500
6409,2654
6400,2933
6404,2809
6484,329
8424,5720
6406,2746
6398,2994
6439,1722
6402,2869
6418,2373
6478,513
6435,1846
6426,2125
6435,1853
6481,427
6484,334
6426,2132
6403,2845
6402,2876
5378,1851
6409,2658
2183,2590
1127,2560
6402,2873
6409,2656
6439,1726
6427,2105
6402,2880
6441,1671
6419,2352
6400,2941
6436,1824
6404,2816
6396,3064
3243,2505
3238,2660
6440,1699
6419,2357
6441,1675
6423,2233
5388,1549
4311,2168
6445,1550
6417,2418
6396,3069
6424,2201
6445,1548
6439,1734
6411,2609
6445,1555
6435,1865
5367,2204
4292,2761
6400,2949
6478,531
6429,2050
6408,2701
6440,1709
6419,2360
6439,1740
4314,2080
6396,3072
6440,1708
6403,2854
6400,2947
6424,2203
6421,2296
6440,1707
6419,2358
6409,2675
6404,2830
6415,2489
6424,2209
6423,2240
6440,1713
6484,349
6415,2487
3244,2486
6401,2920
6403,2858
6476,595
6445,1556
6397,3044
6419,2362
6402,2889
1193,531
6417,2431
6409,2679
6426,2152
6437,1811
6404,2834
6421,2306
6406,2771
6411,2615
6478,538
6409,2676
6431,1994
6421,2304
3254,2179
5385,1653
6440,1722
6480,482
6424,2218
6399,2993
6427,2125
6432,1970
6421,2310
6398,3023
6460,1101
6409,2681
6439,1751
6404,2835
6440,1719
6409,2680
6421,2308
6408,2718
6410,2656
6419,2377
6414,2532
6463,1012
6398,3026
6439,1755
6428,2095
6402,2908
6397,3063
6427,2133
6421,2319
6431,2008
6400,2969
6418,2411
6475,643
6423,2255
6489,209
6402,2906
6410,2658
6421,2317
6412,2595
6408,2719
6448,1486
6489,215
6423,2260
6439,1764
6415,2508
6402,2910
6435,1887
6421,2321
6404,2847
6444,1607
6400,2978
6411,2637
6402,2916
6418,2419
6440,1737
6418,2418
6484,372
6409,2696
6421,2331
6432,1990
6402,2920
6478,563
6402,2919
6417,2454
2174,2913
6398,3042
6402,2917
6419,2397
6444,1622
6422,2304
6407,2769
6425,2211
6402,2924
6402,2923
6400,2985
6413,2582
6426,2179
6409,2706
3264,1895
2192,2359
6427,2147
6426,2178
6424,2240
6427,2146
6484,379
6421,2332
5377,1929
1015,6081
6432,1998
6412,2618
6422,2308
3243,2551
6421,2338
6408,2741
6427,2152
6431,2027
6410,2678
6440,1748
3267,1809
5258,5621
6471,786
6402,2925
6403,2894
6429,2095
6406,2808
6400,2994
6444,1629
6421,2342
6436,1877
6403,2900
1194,538
6419,2403
6400,2992
6440,1752
6434,1938
6402,2930
6422,2309
6419,2402
6409,2719
6432,2006
2078,5906
6441,1726
6429,2098
6419,2408
6415,2532
6404,2873
6426,2190
2192,2374
6435,1910
6409,2716
6432,2010
6431,2041
1015,6094
6424,2257
6489,242
6427,2164
6419,2411
6428,2132
6421,2349
6432,2008
6399,3030
6415,2534
6409,2720
6404,2875
6402,2944
6406,2820
6427,2169
6414,2572
5359,2508
8418,5977
6424,2261
6432,2013
6431,2044
6430,2075
6435,1920
6438,1827
6372,3873
6414,2570
6431,2042
6421,2352
6414,2569
6436,1894
6444,1646
6476,654
6407,2793
3315,339
2203,2043
6400,3009
6421,2358
6406,2823
6423,2296
5351,2761
6445,1613
6435,1923
6437,1861
5370,2169
6406,2821
6401,2976
6476,651
6408,2766
6409,2734
6478,595
6484,408
6411,2671
6437,1865
6476,656
6418,2454
6406,2826
6404,2887
6412,2646
6429,2119
6425,2243
3141,5741
6418,2459
6423,2304
6489,258
6476,661
6417,2489
6440,1776
6421,2364
6439,1806
6402,2960
6427,2185
6435,1937
6418,2464
6431,2061
6423,2308
6402,2959
6439,1812
6438,1843
6406,2834
6440,1780
6418,2462
6402,2958
6401,2989
6439,1810
6418,2461
6421,2368
6432,2027
6411,2678
4285,3049
6400,3026
6410,2716
6421,2375
6447,1569
6439,1816
6409,2746
6408,2777
6484,421
6430,2093
6400,3023
6431,2062
6404,2899
6423,2317
6419,2441
6409,2751
6404,2906
6441,1759
6421,2377
6484,424
6408,2780
6489,269
6406,2842
6440,1787
6436,1911
6465,1012
6409,2755
6411,2693
6423,2321
6408,2786
6436,1918
6402,2971
6421,2382
6404,2909
6423,2319
6425,2257
6489,273
6400,3032
6439,1822
6437,1891
6430,2108
6441,1767
6438,1860
6431,2076
6439,1828
3254,2257
6421,2385
6408,2788
6408,2787
6417,2508
1135,2413
6400,3042
6404,2918
6431,2081
8421,5928
6436,1925
6421,2390
6445,1646
6426,2235
6437,1894
1118,2942
6422,2358
6424,2296
6404,2915
6424,2295
6419,2457
6408,2798
6449,1527
6439,1837
6431,2083
6435,1959
6419,2455
6444,1679
6419,2454
6427,2206
6414,2616
6424,2306
6489,291
6439,1841
6404,2925
6424,2304
6421,2397
6415,2582
6431,2086
6414,2613
6415,2589
6463,1101
2192,2428
6421,2402
6415,2588
6424,2308
6412,2680
6419,2462
6445,1656
6402,2989
6423,2338
3318,291
6403,2965
6418,2500
4293,2838
6403,2964
6411,2716
6429,2158
6410,2746
4190,6029
6423,2342
6402,2993
6410,2745
6439,1846
6430,2132
6402,2999
6475,736
6421,2410
6424,2317
6414,2627
3259,2126
6431,2099
6415,2594
6421,2408
6444,1702
6418,2508
6431,2105
6409,2787
6432,2074
6435,1981
1120,2903
6409,2786
6431,2103
6412,2692
6408,2816
6404,2940
6415,2599
6413,2661
6441,1793
6444,1700
3255,2257
6418,2505
6402,3001
6444,1699
2078,5975
6438,1891
6431,2108
6462,1147
6450,1519
6434,2015
6404,2945
6421,2418
6432,2076
6402,3006
6408,2820
6484,464
6419,2478
6476,711
3303,772
6409,2795
6439,1865
6478,656
6491,252
6415,2608
6429,2174
6408,2824
6437,1925
4212,5363
6423,2358
6403,2978
6444,1707
6489,319
6415,2613
6446,1652
6421,2427
6400,3077
6404,2953
6412,2705
6440,1837
6439,1868
6409,2798
6423,2364
6443,1743
6415,2611
6489,317
6419,2487
6432,2084
6439,1873
6440,1842
6421,2431
6424,2338
6409,2803
6439,1872
6419,2492
6424,2337
6445,1686
6415,2615
6419,2491
6436,1964
6429,2181
4330,1713
6478,661
6476,723
6435,1994
6439,1877
6484,482
6438,1908
6424,2342
6431,2125
6446,1660
6415,2621
6437,1938
6440,1844
6404,2959
6414,2649
6424,2339
6440,1843
6411,2749
6414,2656
4315,2188
2078,5998
6421,2437
6489,329
6414,2654
6423,2375
5388,1691
6408,2839
6415,2622
6412,2715
1144,2186
6401,3063
6419,2505
6445,1699
6408,2846
6440,1854
6493,211
6422,2411
6489,334
6431,2132
6402,3030
6414,2658
6419,2503
6425,2316
6415,2626
6435,2013
6375,3873
6439,1889
6410,2787
6427,2260
6432,2105
6435,2011
6430,2166
6424,2352
6410,2785
6423,2382
6435,2010
6429,2196
6419,2506
6424,2358
6484,498
6415,2637
6409,2823
6408,2853
6406,2915
6419,2512
6418,2542
6484,496
6463,1147
6422,2418
6423,2387
6402,3037
6431,2138
6409,2827
6407,2889
6421,2455
6440,1865
6431,2144
6421,2454
6418,2547
6412,2732
6476,748
6402,3041
6439,1894
6423,2390
6414,2669
6426,2304
6484,506
6423,2397
6418,2551
3322,221
6421,2457
6440,1868
6412,2736
6489,349
3231,3045
1198,531
6421,2456
6407,2890
6431,2146
6437,1967
6426,2308
6404,2990
6475,788
6429,2214
6431,2152
6402,3051
6493,230
6421,2462
4211,5437
6414,2678
6417,2585
6406,2926
6426,2306
6478,693
6440,1877
6432,2125
6439,1908
6465,1101
6404,2991
3268,1908
6415,2656
6445,1726
6423,2408
6409,2841
6418,2562
6403,3026
6404,2995
6424,2375
6424,2382
6411,2785
6418,2568
6432,2132
6418,2566
6439,1915
3142,5820
6423,2410
6419,2534
6406,2937
6415,2658
6447,1666
6439,1914
6406,2944
6404,3006
6432,2138
1132,2595
6440,1889
6421,2478
6409,2850
6439,1920
6419,2540
6435,2043
6439,1919
6415,2662
6414,2693
3264,2041
6480,654
6447,1677
6440,1894
6409,2855
6421,2483
6410,2823
6409,2853
6412,2760
6423,2418
6489,372
6421,2480
6407,2914
6414,2704
6421,2487
6417,2611
6489,379
6465,1123
6415,2673
6421,2486
6436,2021
6424,2393
6402,3075
4301,2671
6437,1989
6422,2454
6450,1586
6423,2423
6432,2144
6415,2671
3239,2825
6403,3042
6440,1895
6404,3011
6432,2143
6417,2615
6421,2491
1127,2762
6424,2397
6436,2025
6427,2304
6426,2335
6438,1962
6421,2489
6484,536
6431,2179
6419,2551
1161,1710
6410,2829
6411,2798
6439,1937
6415,2681
6418,2588
6424,2402
6404,3020
6426,2338
6444,1779
6413,2740
6438,1965
6415,2678
6418,2585
6413,2747
6407,2933
6414,2716
6452,1537
6439,1940
6447,1692
6410,2839
6484,544
6409,2869
6440,1908
6426,2342
6423,2435
6404,3024
6441,1876
6445,1759
6425,2379
6414,2720
6493,271
6440,1914
6427,2317
6414,2718
6418,2594
6431,2190
3141,5878
1157,1847
6418,2599
6421,2506
6407,2940
6476,800
6419,2567
6406,2970
6411,2815
6425,2381
6424,2411
6424,2418
6437,2015
6410,2852
6412,2790
6465,1147
6431,2201
6476,806
6435,2076
6438,1983
6418,2603
6425,2386
6404,3036
6431,2199
4301,2692
6421,2508
6440,1919
6409,2880
6478,748
6432,2174
6421,2515
6438,1987
6440,1925
6430,2235
6426,2358
6404,3039
6421,2512
6419,2574
6418,2605
6452,1558
6431,2209
6408,2922
6419,2581
6409,2889
6408,2920
6423,2455
1162,1707
6433,2144
6430,2237
6435,2082
6423,2454
6425,2399
4321,2086
6415,2707
6418,2613
6423,2458
6408,2923
4298,2798
6431,2216
6415,2712
6436,2061
6425,2401
6453,1533
6415,2711
6436,2060
6452,1564
6431,2214
6423,2462
6414,2741
6415,2716
6426,2375
6424,2437
3282,1533
6414,2746
6429,2281
6489,421
6435,2094
6427,2342
6440,1939
6418,2621
6421,2535
3142,5878
6417,2658
6424,2441
6418,2627
6421,2534
6435,2098
6445,1788
6408,2935
6489,424
6427,2346
8412,6354
6423,2476
6421,2538
6419,2599
6421,2536
6436,2071
6431,2233
6404,3069
6432,2201
6410,2883
6409,2913
6419,2603
6414,2758
6419,2602
6418,2633
6411,2850
6424,2454
6409,2919
6421,2547
3244,2728
6440,1957
6437,2050
6414,2762
6407,2979
6404,3072
6447,1738
6484,591
6423,2489
6440,1962
6439,1993
6453,1558
6432,2209
6415,2735
6424,2456
4302,2701
6439,1990
6423,2486
6429,2300
6424,2462
6415,2741
6414,2772
3299,1031
6417,2678
3282,1560
4190,6177
4301,2736
6438,2025
5380,2056
6419,2621
6436,2094
6440,1970
6407,2993
6452,1597
6418,2651
5397,1535
6484,604
6475,882
6439,1998
6411,2873
6415,2748
6439,2003
6429,2313
6427,2375
2192,2590
6419,2622
6415,2746
3141,5938
6435,2133
6421,2567
6412,2845
6439,2008
1144,2312
1205,421
6419,2627
6439,2006
6421,2564
6427,2378
6431,2261
6407,3005
6419,2633
6427,2385
6439,2013
6424,2478
6423,2508
6414,2787
6429,2322
5269,5515
6414,2786
6421,2569
6431,2259
6406,3034
6423,2506
6439,2010
6425,2444
6416,2723
6452,1607
6406,3040
6452,1613
1135,2599
6478,806
6426,2418
6407,3007
6422,2542
6431,2262
6412,2851
6409,2944
6489,464
6421,2572
6424,2486
1127,2850
6441,1958
6419,2640
4303,2701
6440,1988
6441,1957
6406,3042
6415,2769
6421,2582
6435,2147
6432,2240
6412,2860
6414,2798
6444,1868
6435,2146
6418,2673
6484,627
6440,1998
6408,2990
6455,1533
6435,2152
6430,2306
6414,2802
6415,2770
6452,1630
6427,2405
6421,2591
6489,482
6407,3024
6425,2466
6414,2806
6419,2651
6449,1721
6418,2681
6407,3022
6417,2712
6421,2588
6435,2161
3142,5938
6439,2036
6438,2067
6423,2532
6410,2935
6414,2809
6419,2654
4292,3056
6414,2816
6421,2599
1127,2870
3160,5384
6425,2474
6435,2164
6432,2257
6414,2815
6444,1884
6440,2008
6422,2566
6419,2658
6408,2999
6455,1542
1127,2873
6421,2603
6435,2169
6410,2944
3327,211
6408,3005
6421,2602
6432,2261
1127,2875
8434,5730
6439,2043
6440,2012
6415,2787
6419,2663
6424,2508
6491,431
6429,2352
6440,2011
6444,1894
6445,1862
6429,2358
6414,2823
6489,498
6421,2606
1208,368
6421,2605
6407,3038
6410,2945
6489,496
6410,2952
6419,2673
6417,2735
6431,2301
6414,2826
6426,2454
6423,2547
6415,2795
5376,2235
6448,1771
6421,2615
6409,2987
3240,2920
6441,1993
6421,2613
6491,443
6419,2675
6439,2054
6427,2426
6415,2798
6435,2178
6414,2829
6411,2922
6419,2681
6440,2030
6452,1657
6414,2835
6431,2308
6409,2989
6447,1811
6440,2028
6411,2926
6422,2585
3267,2088
6436,2158
6439,2065
6415,2809
6417,2746
6438,2095
6423,2560
6421,2621
6409,2993
6440,2031
6431,2310
6419,2682
6424,2534
6418,2720
6431,2317
6408,3030
1205,480
6425,2502
1127,2899
6418,2718
6411,2935
6424,2532
6430,2346
6414,2841
6423,2569
6422,2599
6445,1886
6431,2319
6427,2443
6429,2380
6445,1884
6421,2628
6423,2572
6439,2076
6415,2820
6440,2044
6447,1827
6414,2850
6421,2633
6437,2137
2204,2290
6481,772
6411,2942
6415,2818
6439,2074
6418,2725
5356,2880
6421,2639
6438,2112
6440,2049
6432,2296
6415,2823
6475,963
6435,2203
6478,869
6432,2295
6440,2054
6415,2829
6439,2084
6422,2611
6426,2487
6439,2083
6431,2331
6418,2734
6415,2826
2078,6203
6419,2709
6436,2181
3241,2920
6432,2304
6431,2335
6419,2706
6489,536
1133,2735
6444,1938
6423,2589
6438,2124
6435,2216
6423,2588
6484,697
6422,2619
6432,2308
6410,2990
3282,1656
6452,1687
6438,2128
5351,3056
6445,1910
6439,2096
6481,794
6436,2189
6437,2158
4190,6280
6432,2312
6455,1599
6449,1784
4329,1969
1135,2681
6440,2070
6493,427
6421,2658
6432,2317
6418,2750
6478,890
6438,2130
6423,2594
6414,2873
6438,2136
6452,1702
6439,2105
6447,1856
6432,2321
6412,2941
6418,2755
6424,2569
6424,2568
6432,2319
6439,2109
6458,1520
6431,2357
6423,2605
6440,2077
6456,1580
6382,3873
6457,1548
6493,439
6417,2795
6446,1896
6415,2857
6412,2949
1032,5888
6421,2669
6439,2111
6411,2979
8440,5621
6431,2358
6452,1707
6444,1962
6421,2675
6423,2613
6454,1652
5368,2549
6475,1000
6440,2084
8434,5803
6409,3044
6427,2486
6427,2493
6440,2090
6432,2338
6432,2337
6484,725
6421,2678
6450,1778
6440,2088
6412,2955
6436,2211
6421,2683
6432,2342
6415,2869
5379,2216
6421,2682
6440,2093
6444,1968
6421,2681
6432,2340
6411,2990
6432,2339
6455,1626
6440,2098
6431,2377
6424,2594
6428,2469
3261,2340
6437,2189
6440,2096
6444,1972
6412,2964
6447,1878
6412,2963
6445,1940
6458,1537
6409,3063
6411,3001
6455,1636
6439,2132
6422,2658
6484,736
6410,3030
6414,2906
1188,1073
6440,2099
6452,1727
6418,2788
6423,2633
5361,2786
6415,2880
6440,2105
6435,2260
4184,6503
6427,2506
6414,2909
6431,2382
6445,1948
6424,2599
3282,1699
6453,1707
6432,2358
6412,2978
6489,591
3141,6073
6432,2357
6414,2915
6424,2605
6440,2109
6410,3038
6415,2883
6429,2449
6439,2138
6419,2758
6445,1959
6415,2889
6418,2795
6412,2981
6439,2144
6414,2918
6440,2112
6438,2174
6423,2639
6455,1646
6419,2762
6440,2111
6440,2118
6455,1653
6445,1963
6424,2613
6419,2768
4327,2085
6418,2798
6439,2147
1216,221
4224,5275
6415,2890
6422,2673
6418,2797
1127,2981
5431,627
6421,2711
6419,2771
6440,2119
6438,2181
6424,2615
6429,2466
6424,2621
6456,1629
6438,2186
6421,2712
6422,2681
6489,604
4202,5966
3282,1719
6480,890
6426,2564
3320,544
6421,2718
6476,1012
6435,2283
6432,2375
6414,2940
6493,491
6458,1575
6436,2257
6440,2133
6431,2410
6427,2534
6411,3030
4327,2099
6437,2231
6415,2912
6419,2788
3282,1729
6419,2787
6411,3035
6423,2662
6419,2786
6424,2631
4298,3002
3275,1948
6423,2669
3213,3873
6412,3009
6418,2823
6417,2853
6452,1768
6411,3038
6414,2945
6425,2611
6421,2735
6435,2301
6489,627
6411,3045
6415,2920
6418,2826
3268,2174
6451,1802
6424,2639
6439,2174
6437,2243
6432,2397
6435,2304
6426,2582
6439,2179
6431,2427
6422,2706
6439,2178
6419,2798
6431,2433
6437,2246
6414,2959
6484,788
6431,2431
6455,1686
6452,1779
6445,2003
6412,3026
4321,2310
3282,1750
6419,2808
6439,2188
6421,2746
6446,1971
6436,2280
6424,2652
6412,3023
6447,1938
6426,2589
4326,2154
6489,643
6418,2844
6491,580
6455,1696
6424,2656
6432,2408
6415,2935
6421,2748
6436,2283
6427,2569
6435,2321
6451,1824
6426,2599
6441,2134
5269,5699
6418,2846
6455,1699
6435,2319
6412,3032
6441,2132
6439,2194
6439,2201
6432,2418
6415,2945
6419,2821
6419,2820
6418,2851
6415,2944
6439,2199
6452,1796
6385,3873
6419,2818
4301,2941
1140,2630
6456,1678
6412,3042
6440,2174
6418,2855
6424,2669
3214,3873
6419,2823
6439,2203
6458,1613
6430,2488
6439,2209
6427,2581
1204,651
6417,2890
6421,2766
6431,2456
6431,2455
6417,2889
3326,408
6431,2454
6440,2175
6439,2206
6419,2826
6418,2857
6421,2764
6452,1810
6430,2492
6439,2212
6421,2770
6426,2615
6436,2304
5379,2302
6426,2613
6424,2675
6415,2961
6451,1844
6423,2712
6414,2991
6440,2185
6424,2681
6425,2649
6423,2711
6414,2990
6419,2834
6424,2679
6432,2431
6435,2338
3244,2960
6423,2716
4301,2963
6422,2746
6440,2188
6421,2777
6419,2838
6426,2621
6424,2683
6429,2535
6454,1760
6418,2876
6456,1698
3314,794
4302,2935
6475,1107
6419,2842
6415,2966
6421,2787
6444,2073
6428,2569
6421,2786
6440,2196
6414,3001
6438,2257
6445,2040
6427,2605
5378,2355
6414,3006
6452,1828
6458,1642
6429,2540
6440,2199
6425,2664
6432,2454
6421,2795
6427,2608
6418,2887
6431,2482
6421,2792
6426,2637
6456,1707
6440,2203
3251,2760
6430,2520
6431,2489
6453,1806
6439,2240
6440,2209
6421,2798
6412,3077
6423,2735
3280,1865
6440,2214
6423,2741
6415,2989
6414,3020
6425,2679
6436,2337
6455,1747
6427,2615
6431,2491
6440,2212
6418,2894
6422,2769
6415,2993
6432,2466
5382,2247
6430,2527
6415,2991
6425,2681
6419,2866
6425,2680
6415,2990
6449,1943
6431,2501
6452,1849
6421,2809
6453,1817
1214,387
6434,2405
3264,2373
6439,2257
6425,2691
6421,2815
6505,211
6429,2567
6418,2908
4314,2595
6429,2564
6437,2316
4303,2935
6439,2261
6435,2385
6387,3873
6414,3036
6421,2819
4316,2535
6435,2382
6417,2940
6431,2506
5394,1886
6475,1149
6421,2823
3141,6196
6447,2015
6417,2944
6421,2820
6432,2479
6438,2293
3315,804
6445,2083
6458,1680
6414,3044
6422,2795
6426,2671
6440,2237
6423,2764
6422,2794
6450,1926
6429,2576
6421,2830
6432,2489
3317,748
6440,2240
6421,2829
6434,2426
6415,3015
5388,2083
6423,2766
6443,2153
6440,2246
6484,882
6421,2835
6415,3020
6452,1873
6505,230
6489,725
6440,2244
6426,2678
6418,2925
6424,2746
5379,2372
6441,2218
6452,1877
6415,3024
6429,2590
6421,2838
6437,2342
6444,2125
6452,1876
6438,2310
8446,5603
6426,2681
6429,2595
6418,2936
6438,2316
4301,3026
6452,1881
6438,2313
6484,894
6429,2599
6440,2257
6436,2381
6444,2132
6419,2907
6489,736
6436,2379
6415,3030
6422,2813
6421,2844
6440,2262
6418,2944
6440,2261
6421,2850
6438,2322
6432,2508
6423,2787
6437,2352
3271,2196
6414,3072
6439,2296
6452,1893
6422,2823
6419,2916
3141,6228
6419,2915
6429,2605
6439,2295
6445,2108
6440,2270
6429,2611
6455,1805
6422,2827
6424,2764
6440,2268
6419,2919
6422,2826
6427,2671
6458,1716
6455,1808
6424,2769
6439,2304
6419,2924
6426,2707
6454,1839
6431,2551
6435,2427
6423,2798
6455,1806
6427,2681
6426,2712
6417,2991
1218,317
3315,847
6439,2308
6426,2711
6421,2866
6417,2990
6424,2772
6421,2865
6438,2337
6419,2926
6423,2802
6439,2306
6436,2399
3267,2336
6437,2375
6423,2809
6426,2716
1133,2956
6439,2312
6427,2683
6449,2001
6417,2993
6430,2589
6478,1101
6450,1976
6439,2317
6505,271
6431,2564
3327,482
6426,2718
6432,2532
6418,2966
6431,2569
6424,2786
6415,3063
6423,2815
6441,2256
6421,2876
4302,3030
6436,2418
6440,2294
6415,3069
6484,930
1222,209
6419,2944
6464,1549
6457,1766
6431,2572
6423,2819
3142,6228
6456,1795
6424,2787
6455,1826
6427,2701
6421,2887
6429,2638
6423,2823
6453,1893
6443,2202
6437,2388
6444,2178
6423,2829
6481,1031
6456,1806
6424,2798
6421,2890
6478,1123
6464,1556
6421,2889
6422,2857
6428,2671
6435,2454
6464,1555
6424,2802
6451,1964
5405,1620
6440,2310
6429,2651
6425,2774
6419,2960
6422,2867
6423,2835
6438,2369
6439,2338
6489,788
6449,2035
3153,5905
6453,1910
6424,2809
6438,2375
6455,1847
6437,2405
6426,2746
6429,2653
6440,2312
3289,1691
6464,1567
6439,2342
6507,234
6438,2380
6441,2287
6417,3030
6421,2906
6430,2627
1221,265
6432,2564
6426,2749
6440,2322
6440,2321
6432,2569
6458,1763
6439,2352
6435,2476
6421,2910
6436,2444
4303,3030
6421,2908
6424,2815
6423,2846
6419,2970
6444,2202
6437,2418
6441,2294
6478,1147
6443,2230
6435,2478
6423,2850
6454,1896
6421,2919
6421,2918
6466,1522
6419,2979
6439,2359
6421,2917
6484,963
6439,2358
6421,2916
6424,2823
6422,2892
6421,2923
6445,2179
3254,2794
2192,2948
6424,2829
6439,2364
6429,2674
6435,2487
6440,2332
6435,2486
6440,2331
6421,2920
6436,2462
6425,2803
6438,2399
6440,2337
6440,2336
6431,2615
6421,2925
6421,2924
6438,2404
6507,265
6436,2466
6462,1660
6421,2930
6429,2681
6429,2680
6424,2835
6430,2656
6425,2811
6444,2222
6426,2780
6436,2469
6427,2748
6445,2190
6419,2996
6451,2009
6417,3063
6436,2474
6423,2876
6431,2628
3337,238
6435,2509
6422,2912
6424,2850
6438,2415
6458,1795
6426,2787
6440,2352
6444,2228
6432,2599
6421,2940
6439,2382
6450,2048
6440,2358
6428,2729
6440,2357
6432,2605
3337,244
5383,2357
6421,2944
6429,2696
6436,2479
6438,2417
1157,2291
6453,1959
6452,1990
6440,2362
6423,2889
6439,2393
6457,1835
6427,2764
6508,252
6423,2887
6425,2824
6455,1894
6464,1615
6464,1622
6439,2397
6432,2613
3255,2794
6484,1000
6508,256
6426,2798
6429,2705
6421,2953
6458,1806
6432,2611
6436,2487
6451,2029
6421,2958
6440,2369
6437,2462
6418,3051
5369,2803
6435,2523
6444,2250
6438,2436
6445,2219
6432,2621
6437,2466
6424,2869
6421,2961
6423,2899
6421,2960
6439,2402
1135,2989
3272,2277
6422,2936
6440,2377
6431,2656
6439,2408
6425,2841
6438,2444
6468,1514
6421,2971
6423,2908
6418,3063
6456,1884
6439,2411
6452,2008
6424,2876
6444,2256
6423,2906
6431,2658
6435,2534
6426,2813
6422,2944
6437,2479
6455,1921
6426,2820
6392,3873
6468,1516
6424,2880
6455,1918
6432,2631
6452,2011
6468,1522
6431,2669
6427,2793
6464,1646
6451,2049
6456,1893
6424,2885
6510,219
6468,1520
6439,2418
1144,2726
6424,2890
6423,2920
6424,2889
6431,2671
6468,1524
6435,2547
6429,2732
6440,2391
6423,2918
2204,2637
6418,3080
6423,2925
6419,3049
8440,5927
6440,2397
6453,1994
6451,2056
6423,2923
6452,2023
6440,2402
6421,2991
6447,2185
6439,2432
6432,2649
6421,2990
6489,882
6438,2462
6421,2989
6426,2833
6431,2678
6454,1971
6432,2652
6421,2993
6438,2466
6468,1535
6431,2682
6429,2751
6421,2999
6440,2410
3264,2559
6438,2470
6432,2656
6468,1540
6440,2408
6423,2935
6438,2469
5368,2872
6431,2693
6452,2042
6435,2569
6423,2940
6489,894
6421,3001
6427,2815
6511,211
5410,1573
6445,2256
6452,2039
6440,2411
1139,2905
6423,2945
6432,2665
6421,3006
6423,2944
6468,1548
6493,772
6510,252
6432,2669
6508,311
6449,2140
6510,256
6427,2829
6439,2456
6445,2270
6421,3014
6423,2952
6441,2393
6424,2920
6468,1556
6439,2454
6468,1555
3316,968
5382,2459
6431,2707
6464,1683
6429,2768
6432,2675
6424,2923
6507,357
6435,2588
6423,2960
6432,2681
6507,355
6431,2711
6423,2959
6444,2308
6421,3020
6432,2679
6422,2989
6511,230
6450,2128
6435,2592
