film_release_region_1,film_release_region_2
6134,51
2962,78
1692,6679
6130,176
1902,170
1904,108
6132,111
1903,141
1904,110
6130,179
2963,51
6132,117
6132,118
1906,51
1904,117
6132,126
2962,92
6130,186
6132,127
6130,190
2962,95
1902,190
6132,132
6132,138
1904,132
6131,166
6132,135
6132,141
1904,135
1908,12
2962,108
6131,170
6132,140
1903,170
6131,176
2962,110
1904,141
1903,177
2962,118
1908,23
1903,179
2962,117
1903,183
1908,29
6131,186
1903,186
6131,190
2962,127
1903,190
1908,35
1908,36
6132,166
2962,132
6132,170
1908,41
2962,135
6132,171
1904,170
2962,141
6132,176
1908,50
1908,51
1908,52
6132,179
1908,54
1904,179
6132,186
1908,58
1908,59
6132,190
1908,61
1908,71
5865,8479
2962,170
1908,75
6137,51
1908,76
1908,78
1908,82
2966,51
1909,51
1908,84
1908,86
1908,87
1908,89
1908,92
2962,190
1908,95
1908,97
2754,6644
2754,6643
2754,6647
1908,108
1908,109
1908,110
1908,111
1638,8482
1910,51
1908,118
1908,127
1908,132
2754,6676
1908,135
2754,6679
1908,140
2754,6684
1908,141
2754,6689
1908,154
1908,155
2754,6700
5927,6644
5927,6642
1908,162
5977,5093
2754,6705
1908,170
2696,8509
1908,171
1912,51
1908,176
1908,177
1908,179
1908,186
2697,8497
5928,6642
1908,190
5927,6676
5928,6643
5928,6644
2756,6676
5928,6647
5927,6679
5927,6684
5927,6683
2756,6684
1640,8512
1913,51
2970,51
2756,6689
5928,6672
6143,12
2758,6644
5928,6676
5977,5157
5928,6679
6143,14
2758,6647
5928,6684
5928,6689
2971,51
6143,23
5928,6694
6143,29
6143,35
6143,40
5927,6734
2758,6676
6143,52
2758,6684
6143,51
1701,6684
1915,51
1701,6689
2758,6689
6143,58
6143,59
5928,6734
2758,6700
6143,76
6143,75
6143,78
2973,51
1916,51
6143,89
6143,92
6143,97
6143,95
6143,104
6143,108
6143,109
6143,110
6143,117
2974,51
1917,51
6143,118
6143,128
6143,126
6143,127
2925,1585
6143,132
1918,35
6143,131
6143,135
6143,141
6143,138
1918,51
1706,6642
2762,6676
6143,170
6143,171
6143,176
2762,6684
1916,141
2976,51
6143,179
6143,186
6143,190
1706,6676
1706,6679
2977,51
1706,6684
1920,51
1706,6689
2928,1585
5935,6676
1922,12
5935,6684
5878,8479
1709,6647
1708,6679
1708,6684
1922,51
1922,52
1922,59
1708,6700
1924,12
1709,6684
1651,8482
2980,51
1923,51
1711,6644
2981,51
1924,51
867,51
2979,117
1922,118
1922,126
2769,6643
2769,6642
1922,132
1708,6767
2769,6644
2983,12
1711,6679
1922,141
1711,6684
2982,51
1925,51
2983,23
2983,29
1926,29
1924,92
1924,95
2983,35
1711,6700
1924,97
2983,40
1713,6644
2769,6676
2769,6679
1922,170
2983,51
2769,6684
2983,50
1926,51
2983,52
2983,59
2983,61
1924,126
1924,127
2769,6700
2983,71
2771,6642
1924,135
2983,75
1713,6679
1926,78
1713,6684
2983,84
2983,89
1926,89
2771,6664
2983,92
1926,92
2983,95
2983,97
1926,95
2771,6676
1926,108
2983,108
1926,110
2771,6684
2983,117
1926,117
2983,118
2771,6694
2983,127
1926,126
2983,126
2983,132
1926,132
2983,135
1926,135
2983,141
2983,140
1929,51
2986,51
1880,1585
2771,6734
2983,171
1926,170
2983,170
2987,51
2983,176
2983,179
1931,23
2983,186
1926,190
2983,190
2938,1585
2989,12
2989,14
1931,51
2989,23
2989,29
2989,28
1931,61
2989,35
5947,6644
2989,36
2989,38
2989,41
2990,12
1931,75
1660,8479
2989,51
2989,50
1932,51
2989,52
2990,23
2989,54
5947,6664
2989,59
1931,89
2989,58
2989,61
2990,29
2989,60
1931,95
5948,6642
2990,36
5947,6676
2989,71
5948,6643
2776,6676
2990,41
2989,75
5947,6679
5947,6684
6161,51
2989,76
1931,108
2989,78
2776,6684
2990,52
2989,82
2990,51
2989,84
2989,87
2989,86
2776,6689
2989,89
2989,90
2990,59
2989,92
2989,95
2989,97
5949,6642
5949,6643
1931,127
5949,6647
5948,6676
2989,105
2989,104
2990,76
2990,75
2989,109
2989,108
2989,111
1931,141
2989,110
5948,6684
2991,51
5948,6689
1934,51
2989,117
2989,116
5948,6694
2989,118
2990,90
2989,121
2990,89
5949,6664
2990,92
2989,127
2989,126
2990,95
2990,97
2989,132
5949,6679
5949,6676
2989,135
2990,108
2989,138
2989,141
1931,170
2990,110
2989,140
5949,6684
2990,111
1935,51
2992,51
5949,6694
2990,118
2990,117
2990,126
1931,186
2990,127
1931,190
2990,132
2989,162
2990,135
2990,138
2721,8476
2990,140
2989,171
2721,8479
2989,170
2990,141
6164,51
2993,51
1936,51
2989,176
2989,179
2989,183
2989,186
5949,6734
2989,190
1724,6642
1724,6644
1723,6676
2995,12
1938,12
1724,6647
2990,170
2721,8509
1723,6679
2990,171
2990,176
1723,6684
1937,51
1938,23
2990,179
1938,29
2990,186
2990,190
1723,6700
1938,35
1938,36
1724,6676
2995,51
1724,6684
1938,50
1938,51
2995,52
1938,52
1666,8487
1724,6689
2995,59
1938,58
1938,59
1938,61
1936,127
1724,6700
1938,71
1938,75
1938,76
5954,6655
1938,78
1939,51
2996,51
1939,52
1938,86
1938,87
1938,89
1938,90
1938,92
1938,95
1938,97
5954,6676
1938,104
2784,6647
1938,108
1938,109
1938,110
2995,110
2997,51
1938,111
1940,51
1938,116
1938,117
1938,118
1939,89
5954,6700
1939,92
1938,126
1938,127
1938,132
2995,132
2995,135
1938,135
1938,138
1938,140
2784,6684
1938,141
2998,51
2784,6689
1938,155
5957,6642
5957,6643
1939,127
2784,6705
3000,12
1938,166
1938,170
2995,170
2999,51
1938,176
1938,177
3000,23
1938,179
3000,29
1938,186
1938,187
1938,190
3000,35
5957,6679
5957,6676
2997,135
1944,12
1939,170
5957,6684
3000,52
1943,51
3000,51
886,51
5957,6689
1944,23
3000,58
3000,59
1894,1585
2787,6679
3000,75
5957,6717
1944,51
1944,52
3000,86
3000,90
3000,89
1944,59
3000,92
886,89
3000,95
886,95
3000,97
3000,108
3000,110
3000,111
886,110
1945,51
3000,118
3000,117
1944,87
1944,92
3000,126
1944,95
3000,127
886,127
3000,132
886,132
3000,135
3000,140
1944,108
1944,110
3000,141
886,141
3003,51
1946,51
1944,117
1944,132
1944,135
3000,170
886,170
3000,171
1944,141
3004,51
3000,179
3000,186
3000,190
1944,170
3005,51
1948,51
6177,51
3006,51
3004,117
5965,6644
6178,51
3007,51
1950,51
2958,1585
5965,6679
5965,6676
5965,6684
3008,51
1951,51
3009,23
5965,6689
6178,92
6130,1585
5965,6700
1902,1585
2796,6642
2796,6644
2796,6643
2796,6647
3009,51
1952,51
3009,59
6178,127
6131,1585
6178,132
1903,1585
2796,6676
3011,12
3009,76
2796,6679
1681,8479
2796,6684
1953,51
3011,23
2796,6689
2796,6694
3011,29
6132,1585
3009,95
2796,6700
2796,6702
2796,6705
3009,108
3009,110
3011,51
1954,51
3011,52
3011,54
3011,61
3009,126
2962,1585
2796,6734
3009,132
1956,12
3011,76
3011,78
1955,51
3012,51
3011,89
3011,92
3011,95
3011,97
3011,104
3011,108
3009,170
3011,110
3013,51
1956,51
3011,117
3011,118
3011,127
3011,126
3011,132
3011,135
1958,12
3015,12
3011,141
3011,140
1957,51
3014,51
3015,23
1958,23
1956,89
3015,29
1958,29
1956,95
3015,35
1908,1585
3015,38
3015,41
3015,40
1958,41
2801,6679
3011,170
1956,110
3015,51
3015,50
2801,6684
1958,51
3015,52
1958,52
1956,117
3015,59
3015,58
3015,61
1958,59
3011,186
1956,126
1956,127
3011,190
1746,6644
3015,75
1960,12
3015,76
1958,76
1958,78
3015,78
1956,141
3016,51
1959,51
1960,23
3015,86
3015,89
1958,89
1958,90
1960,29
3015,92
1958,92
3015,95
3015,97
1958,95
1958,97
1960,36
3018,12
1960,41
1958,104
3015,104
1961,12
3015,108
1956,170
3015,111
3015,110
1958,110
3017,51
1960,51
1960,52
3015,117
3018,23
1958,117
1958,118
3015,118
1960,59
1960,61
3015,127
3015,126
1958,126
1958,127
1958,132
3015,132
3015,135
2746,8476
1958,135
1958,138
2804,6679
3015,138
3015,141
1960,78
1958,141
3018,52
1961,51
3018,51
1960,89
2746,8494
1960,92
1961,61
1960,95
2804,6700
5977,6642
3015,166
1961,75
3015,171
3018,78
1960,108
3015,170
1958,170
3019,51
3015,177
3015,179
1960,117
1958,179
1960,118
3018,90
3018,89
3018,92
1961,92
3015,186
3018,95
1961,95
1960,127
3015,190
1958,190
2746,8529
1960,132
1960,135
3021,12
3018,110
3021,17
1961,108
1960,141
1961,110
1963,51
3021,23
3018,118
3018,117
1961,117
3021,29
3018,126
3021,35
1961,127
3018,127
3021,37
3021,36
3018,132
3021,41
2804,6767
1751,6643
1751,6644
1961,135
3018,135
1960,170
1961,141
3021,51
3021,50
1964,51
3021,52
3021,54
3021,59
3021,58
6143,1585
3019,127
5980,6642
3021,71
3021,75
1751,6676
3018,170
3021,76
1751,6679
3021,78
1751,6684
3022,51
3021,84
3021,87
1961,179
3021,86
3021,89
3021,90
5980,6664
3021,92
1961,186
3021,95
3021,97
1966,35
1751,6700
5980,6676
5980,6679
3021,109
3021,108
3021,110
1966,51
3021,117
5980,6694
3021,118
1966,59
1966,61
3021,127
3021,126
3021,132
3021,135
1968,12
1966,75
3021,138
3021,141
3021,140
3024,51
1966,82
1967,51
1968,23
1968,29
1966,95
1968,35
1966,97
2812,6642
1755,6642
2812,6644
1755,6643
1968,41
1755,6644
3021,166
1966,104
2812,6647
1755,6647
3021,170
1966,108
1966,110
1965,141
6196,51
1968,51
3021,177
3021,176
1968,52
3021,179
1966,117
1966,118
3021,183
1968,58
1968,59
1968,61
3021,186
1966,126
1966,127
1966,128
3021,190
6198,12
2812,6676
1755,6676
3027,12
1968,75
1968,76
2812,6679
1966,138
3027,17
1968,78
6198,23
2812,6684
1966,141
1755,6684
1969,51
3026,51
3027,23
1968,84
1755,6689
2754,8487
2812,6689
3027,26
1968,89
6198,29
3027,29
1755,6694
6198,35
1968,92
3027,32
2812,6700
3027,35
1968,95
2754,8500
1755,6700
2812,6702
1968,97
3027,36
1755,6702
6199,12
3027,41
6198,41
1757,6642
1755,6705
2812,6705
1968,104
6198,51
1968,108
6198,52
1968,109
1968,110
6198,50
3027,51
3027,50
1970,51
3027,52
1966,176
6198,59
3027,54
1968,117
1968,118
3027,59
3027,61
6198,61
3027,60
1757,6664
1968,126
5986,6643
1968,127
6198,75
3027,71
1968,132
1968,135
3027,75
1757,6676
1972,12
3029,12
1968,138
3027,76
6199,52
3027,78
1968,141
6199,51
1757,6684
3028,51
5927,8489
3027,84
3027,87
1972,23
6198,92
3027,86
1757,6689
3027,89
6198,89
6199,59
6198,95
3029,29
1972,29
3027,92
3027,95
6198,97
3027,97
1757,6700
5986,6679
6198,108
3030,12
3027,105
1759,6644
6199,75
5986,6684
3027,109
6198,109
1968,170
3027,108
3027,111
6198,116
3027,110
3029,51
1972,51
1972,52
6199,89
6198,117
3027,117
1968,177
5986,6689
6198,118
3030,23
1972,54
3029,54
1968,179
6199,92
3027,118
3030,28
1972,59
6198,127
3030,29
1972,61
1968,186
6199,95
6198,126
3027,127
6198,132
3027,126
1968,190
3030,35
6198,135
3027,132
3027,135
3029,75
1759,6676
1972,75
1972,76
1759,6679
6199,110
6198,141
3027,141
3027,140
1701,8479
1759,6684
3030,52
1973,51
3030,51
1759,6689
3029,86
1972,87
1972,89
3030,59
3027,155
1759,6694
3029,92
1972,92
3027,154
6199,126
1972,95
6199,132
5989,6643
1972,97
3027,162
5989,6644
3027,164
6198,171
3030,76
6198,170
3030,75
3027,171
1972,108
3029,108
3027,170
1972,110
3029,110
3031,51
1972,111
6198,179
3030,82
1974,51
3027,177
3030,84
3027,176
3027,179
1972,117
3027,181
3029,118
3030,87
1972,118
3030,90
3030,89
3030,92
6198,186
3027,186
3029,127
6198,190
3030,95
1972,126
1972,127
3030,97
3027,190
3029,132
5989,6679
1972,132
3029,135
3030,104
5989,6676
1972,135
6199,170
3030,108
1972,138
3029,141
3030,110
1972,140
3030,109
1972,141
5989,6684
3030,111
6203,51
1975,51
5989,6689
5989,6694
3030,118
3030,117
6199,186
3030,126
6199,190
2983,1585
3030,127
1926,1585
3030,132
1762,6676
3030,135
3030,138
3030,140
1972,170
3029,170
3030,141
1976,51
1972,186
3029,186
1972,190
1978,12
3030,170
2762,8479
3030,171
3030,176
1977,51
3034,51
1978,23
3030,179
3030,183
3030,186
3030,190
3035,35
1978,35
3035,51
1978,51
1978,52
5935,8476
1766,6642
1766,6644
1978,75
5935,8479
1766,6664
1978,92
1978,95
2824,6642
1767,6642
6209,12
1767,6644
1766,6676
5994,6684
1767,6647
1766,6679
6209,17
1978,108
1708,8479
1766,6684
5935,8518
1978,117
5994,6700
1978,127
5935,8530
1766,6700
6209,41
1978,132
2824,6676
1978,135
1767,6676
3039,12
6209,51
2824,6679
1767,6679
1709,8479
2824,6684
1767,6684
1981,51
3038,51
3039,23
6209,59
1767,6689
3039,29
2824,6694
2989,1585
2824,6702
1767,6700
6209,75
1767,6705
1983,12
1978,170
3039,51
6209,84
1982,51
1983,20
3039,52
1983,23
6209,89
3039,59
6209,95
3039,61
6209,92
1983,29
1978,186
6209,97
1983,35
2990,1585
1983,36
1983,38
1983,41
3039,75
6209,111
6209,108
1711,8479
6211,51
1983,49
1983,50
6209,118
1983,51
3040,51
1983,52
6209,117
3039,89
1983,58
6209,126
6209,127
1983,59
1983,60
3039,92
1983,61
3039,95
3039,97
3038,127
6209,135
6209,132
1983,71
1983,75
1983,76
3039,108
6209,141
1983,78
3039,110
3041,51
2769,8482
1984,51
3039,117
1983,86
1983,89
1983,92
1983,95
1983,97
6214,12
3039,132
6209,170
3039,135
1986,12
1713,8475
1713,8476
3039,138
3039,141
6214,17
1983,108
1713,8479
3039,140
1983,109
1713,8480
6214,23
1983,110
1983,111
6209,176
1985,51
3042,51
6214,28
1986,23
1983,117
1983,118
6214,29
6209,190
6214,35
1983,126
1983,127
1986,35
6214,38
6214,41
1983,132
2769,8535
1983,135
6211,141
1983,138
3039,171
6214,51
3039,170
6214,52
1983,140
6214,50
1983,141
3043,51
2771,8482
1986,51
1986,52
6214,59
6214,58
6214,61
1983,154
3039,186
6214,71
3039,190
6214,75
6214,76
1983,164
1983,170
1983,171
1986,78
1987,51
1983,176
6214,86
6211,179
1983,179
6214,92
6214,89
1983,181
6214,95
1983,183
1986,92
1983,186
1986,95
6214,97
1938,1585
1983,190
1983,192
6214,108
3046,12
2831,6676
2831,6679
6214,111
6214,109
6214,110
1986,108
1984,170
6214,116
1986,110
1988,51
6214,117
6214,118
6214,121
6214,127
3046,29
6214,126
6214,132
6214,135
1986,132
6214,140
1986,135
6214,138
6214,141
1986,140
1986,141
3046,51
1989,51
3046,59
6214,166
6214,171
6214,170
3046,75
3046,78
6214,176
1986,170
1987,141
6214,179
3047,51
1990,51
6214,177
1986,179
3046,87
3046,89
3046,92
6214,186
1986,186
6214,190
3046,95
3046,97
1778,6644
1778,6647
3046,108
3045,141
3046,110
3046,109
3048,51
1991,51
3046,118
3046,127
5947,8508
1778,6676
3046,135
3046,138
1993,12
1778,6679
3046,141
3049,51
1778,6684
1993,23
1778,6689
1993,29
1993,35
3000,1585
1993,41
2837,6644
2837,6647
3046,170
1993,50
3050,51
1993,51
1993,52
1993,54
3046,179
1993,58
1993,59
1993,61
3046,190
1944,1585
3052,12
2837,6676
1993,75
1993,76
1993,78
3051,51
1780,6684
2837,6684
1993,82
1993,84
2837,6689
3052,23
1993,86
1993,89
3052,29
1993,92
1993,95
3052,36
1993,97
2837,6700
3052,38
1993,108
1993,110
1993,111
3052,52
3052,51
3052,58
1993,118
3052,60
1723,8490
3052,59
1993,127
1993,132
6225,12
1993,135
3052,76
3052,75
3052,78
1993,140
1993,141
6225,23
1724,8482
1996,51
3052,84
3052,86
3052,89
3052,92
3052,95
3052,97
3055,12
3052,108
6225,51
3052,110
1993,170
6225,52
3054,51
1997,51
3055,23
6225,59
3052,118
3052,117
1993,179
3055,29
3052,126
1993,186
3055,35
3052,127
1993,190
3052,132
3055,38
5954,8479
3052,135
3052,138
1785,6647
3052,140
3052,141
3055,51
3055,50
3055,52
3052,149
3055,59
6225,95
6225,92
3055,61
1785,6676
3055,75
3052,167
2000,12
3052,170
6225,108
1785,6679
3052,171
1785,6684
1999,51
3056,51
3055,84
3052,179
3055,89
3052,186
2000,29
3055,92
3055,95
3055,97
3052,190
1785,6700
3055,108
3055,111
3055,110
6228,51
3057,51
2000,50
2000,51
2000,52
3055,117
3055,116
3055,118
3055,127
3055,126
3055,132
3055,135
6225,170
2000,75
3055,141
2000,78
2001,51
6225,186
2000,92
2000,95
3055,166
3055,171
3055,170
2000,109
2000,110
2000,111
2002,51
3055,176
2000,117
2000,118
3055,183
3055,186
2000,127
3055,190
2000,132
2000,135
2000,141
2001,118
3011,1585
2848,6642
2848,6644
2848,6647
2000,170
2001,141
3061,51
2004,51
2000,179
2000,190
6234,12
2848,6676
2848,6679
2001,170
2848,6684
6234,23
1791,6684
3062,51
2005,51
2001,176
2848,6689
1791,6689
6234,29
2848,6700
2848,6702
6234,41
2848,6705
6234,51
6234,52
3063,51
6234,61
6234,67
6234,71
6234,84
3064,51
6234,92
6234,89
6234,95
3015,1585
1958,1585
6234,108
2009,12
6234,109
6234,110
3065,51
6234,117
2009,23
6234,118
6234,127
6234,126
6234,132
2009,35
6234,138
6234,141
2009,51
3066,51
2009,52
2009,59
2008,92
1960,1585
3068,12
6234,170
2009,75
2009,78
3067,51
2010,51
6234,183
3068,23
3068,29
2009,92
2009,95
3018,1585
3068,35
1848,5095
2796,8475
2009,108
2009,110
3068,50
3068,52
3068,51
6240,29
2009,118
3068,59
3068,61
2009,127
6027,6644
2009,132
3068,71
2009,135
6027,6647
2013,12
3068,76
3068,75
2009,141
6240,51
6240,52
2012,51
3068,84
2013,23
3068,87
6240,59
3068,90
3068,89
3068,92
2013,29
3068,95
3068,97
6027,6676
3068,104
6240,75
6027,6679
2014,12
1800,6647
6027,6684
3068,108
2009,170
3068,109
3068,111
2013,51
3070,51
2013,52
3068,118
3068,117
2013,59
6027,6700
2014,29
3068,126
6240,95
3021,1585
3068,127
2009,190
3068,132
1800,6676
3068,135
3068,138
6240,108
1800,6679
3068,141
3071,51
1800,6684
2014,51
2014,52
2013,89
2014,59
2014,61
2013,92
2013,95
3068,166
2014,71
6240,141
2016,12
3068,170
2014,75
2013,108
2013,110
3068,176
2015,51
3072,51
2016,23
3068,179
2014,86
2014,89
3068,186
2016,29
2014,92
3068,187
2014,95
3068,190
2013,127
2016,35
2014,97
1966,1585
2016,36
2013,132
6240,170
2016,41
2013,135
2801,8479
2014,108
2013,141
2014,110
2016,50
2016,51
2016,52
2016,54
2014,117
2016,58
2016,59
2016,61
2014,127
2014,132
2016,71
2014,135
2016,75
2016,76
2014,138
2013,170
2016,78
2014,141
2017,51
3074,51
2016,84
2013,179
2016,86
2016,87
2016,89
2016,90
2016,92
2016,95
2016,97
2013,190
1968,1585
2862,6642
2016,108
2014,170
2016,109
2016,110
958,141
3075,51
3075,52
2019,23
2014,179
2016,117
2016,118
3075,59
2016,126
2016,127
2014,190
2016,132
2862,6676
2016,135
2016,140
2804,8479
2016,141
2862,6684
3076,51
2019,51
2019,52
2862,6689
2019,59
3075,95
3027,1585
6198,1585
3078,12
2016,170
2016,171
3077,51
2016,177
2016,179
2019,89
2016,183
6199,1585
2016,186
2019,95
2016,190
5977,8475
5977,8476
5977,8477
2864,6679
2864,6684
3078,52
2021,51
3078,51
3078,59
3029,1585
2864,6700
1972,1585
2019,132
2023,12
5977,8509
3078,75
2019,141
3079,51
2865,6684
2022,51
2023,23
2023,29
3078,95
3030,1585
3078,108
3078,110
3080,52
2023,51
3080,51
2023,52
3078,118
3078,117
2023,59
3078,132
1811,6644
3078,135
1811,6647
2023,75
2023,78
3078,141
2023,84
2023,89
3080,92
2023,92
2023,95
3080,95
2023,97
6254,12
1811,6676
3078,170
3080,108
1811,6679
3080,110
2023,110
1811,6684
2025,51
3078,179
1811,6689
2023,117
2023,118
1811,6694
2023,126
3080,128
2023,127
1811,6700
3080,132
2023,132
1811,6705
2023,135
6254,52
2023,141
2026,51
6254,59
6254,75
3080,170
2023,170
6254,87
2023,179
6254,92
6254,95
2023,186
2812,8497
2023,190
6254,110
2028,51
2028,52
2028,59
1816,6647
1757,8483
2029,51
2028,92
2028,95
2874,6644
6254,170
2874,6647
2028,108
5986,8481
6044,6684
1816,6684
2873,6684
2030,51
5986,8498
6209,1585
6044,6700
1816,6700
2875,6643
2028,132
2874,6676
1816,6705
2875,6647
2028,135
2874,6679
2874,6684
1759,8482
2031,51
2874,6689
2874,6700
3039,1585
2874,6705
2875,6676
2875,6679
2028,170
6258,110
2875,6684
2030,127
2875,6705
2876,6676
2876,6679
6261,51
2876,6684
2876,6689
6050,6643
2035,51
6214,1585
1986,1585
6050,6684
2036,51
6050,6700
6050,6702
2037,51
2038,35
5994,8479
2881,6679
1766,8476
2881,6684
1766,8482
5994,8485
2038,51
2039,51
5211,51
2040,51
1767,8519
2038,135
2041,51
2042,51
1993,1585
2043,51
2045,12
2044,51
2045,23
3052,1585
2045,50
2045,51
2045,52
2043,117
2045,59
2045,75
6274,51
2045,78
2831,8482
2045,89
2045,92
2045,95
5219,12
2048,12
2045,108
2045,110
2048,23
2045,117
5219,29
6274,92
3055,1585
2045,127
2048,35
1834,6679
6274,110
2045,141
5219,50
5219,51
2048,51
2048,52
6274,117
2048,59
2045,170
2048,78
2049,51
5219,89
2045,177
5219,86
2045,179
5219,90
2048,92
5219,95
2048,95
2000,1585
2045,190
6279,12
5219,108
2048,108
1778,8478
5219,110
5219,117
6279,23
6279,29
2048,117
5219,118
2048,118
6279,36
5219,127
5219,132
2048,127
2048,132
2048,135
5219,141
6279,52
2048,141
6279,51
2051,51
6279,61
6279,58
6279,59
2896,6642
6279,76
2896,6643
1839,6644
6279,75
2896,6647
5219,170
2048,170
6279,84
1780,8479
6280,51
2052,51
6279,89
2837,8487
6279,92
5219,183
2896,6664
2837,8492
6279,97
6279,95
2048,190
5225,14
6279,108
2896,6676
5225,12
2837,8507
1839,6676
2896,6679
6279,110
5225,17
2896,6684
5225,23
6279,117
1839,6684
2837,8514
2837,8517
6279,118
2896,6694
5225,28
5225,29
2837,8522
2837,8524
5225,35
6279,126
6279,127
6279,132
2837,8528
5225,36
5225,41
6279,135
6279,140
6279,141
2055,12
6279,138
5225,50
5225,51
5225,52
2054,51
5225,58
2055,23
5225,59
2054,59
5225,61
2055,29
5225,71
2896,6734
5225,75
2055,41
5225,78
5225,76
6279,170
6279,171
6279,176
5225,86
5225,87
2055,51
2055,52
6279,179
5225,89
5225,95
2055,59
6279,186
5225,92
6279,190
6234,1585
5225,97
2055,71
5225,104
5225,110
2055,75
5225,111
2055,76
5225,108
5225,109
2055,78
2056,51
5225,118
5225,117
2055,86
2055,89
5225,126
5225,127
2055,95
5225,128
2054,127
5225,135
5225,132
2901,6642
5225,138
2901,6644
5229,12
2901,6647
5225,140
2055,108
5225,141
2055,110
5229,23
1785,8487
2055,117
2055,118
2055,126
2055,127
5225,166
2055,132
5225,170
1844,6676
5225,171
2901,6676
2055,135
2901,6679
5229,51
2055,141
1844,6684
5225,179
5225,176
5229,52
5229,59
5225,186
5229,61
5225,190
1844,6700
2901,6700
2901,6702
5229,75
1894,5154
5229,78
2055,170
2055,171
2059,51
5229,89
5229,95
5229,92
2055,186
5229,97
1787,8497
2061,12
5229,111
5229,108
2903,6684
5229,118
2061,23
5229,117
5229,126
2061,29
3068,1585
2061,35
2903,6700
5229,135
5229,132
5229,138
1848,6643
2061,41
1848,6647
5229,141
2061,51
2061,52
2061,58
2061,59
6240,1585
5229,170
1848,6676
2061,75
2061,78
1848,6684
5229,179
2062,51
2061,86
2061,87
2061,89
2061,92
5229,190
2061,95
2013,1585
2061,97
2061,104
5234,51
2061,108
2061,109
2061,110
2061,117
2061,118
2061,126
2061,127
2061,132
2061,135
2065,12
1008,12
2061,141
2064,51
2061,170
2061,171
2065,50
2065,51
1008,51
2065,52
2061,179
2065,59
2061,186
2016,1585
2061,190
1852,6676
1852,6679
1852,6684
2065,92
2065,95
1852,6700
2065,108
1008,108
2065,110
2065,126
2065,127
1008,127
2065,132
1854,6676
2069,12
1854,6679
2065,141
2069,17
1008,141
1854,6684
2068,51
2069,23
2069,29
1854,6700
2069,35
2065,170
2069,51
2069,52
2069,58
2069,59
2069,61
2065,190
2069,71
2071,12
2069,75
2069,76
2069,78
2070,51
2069,84
2069,86
2069,89
2914,6664
2069,92
2069,95
3078,1585
2069,97
2914,6676
2069,104
6027,8479
2914,6679
2069,108
2914,6684
2069,110
2069,111
2071,51
2071,52
2069,116
2914,6689
2069,117
2069,118
2071,59
2071,61
2069,126
2914,6700
2069,127
2069,132
2914,6705
2069,135
2069,138
2069,140
2069,141
2072,51
2071,92
2069,162
2071,108
2069,170
2071,110
2073,51
2069,177
2071,117
2069,179
2071,118
2069,186
2071,127
2069,190
2071,138
6302,51
5245,51
2071,141
2074,51
2075,51
2071,179
6254,1585
2077,12
5247,51
2077,23
2077,51
2077,52
2077,59
2079,12
2077,75
2079,17
2078,51
2079,23
2079,28
2079,29
2077,92
2077,95
2079,35
2079,41
2864,8476
5250,51
2077,108
2077,110
2079,51
2079,52
2079,58
2079,59
5252,12
2077,135
5252,17
2079,75
2865,8479
2077,141
2080,51
5252,23
5252,24
2079,86
5252,29
2079,87
2079,89
2079,92
2079,95
5252,35
5252,36
2079,97
2079,104
5252,50
2077,170
2079,108
2079,110
2079,111
5252,51
5252,52
2081,51
2081,52
5252,58
2079,117
2079,118
5252,61
5252,59
2081,59
2077,186
