award_1,award_2
2662,6415
8972,7423
549,6388
543,6575
2662,6423
2663,6392
544,6548
2663,6397
6859,7390
549,6398
2664,6372
6858,7429
2661,6469
6892,6381
6892,6379
2661,6479
2663,6419
6859,7417
546,6510
549,6426
6892,6405
2664,6402
6892,6421
6892,6424
2664,6425
6857,7518
6859,7461
547,6523
6892,6439
2663,6470
8825,12063
6862,7373
8825,12058
6862,7383
8825,12070
8825,12065
2663,6486
6892,6465
8975,7423
6889,6558
548,6523
2665,6432
2667,6370
2667,6373
6864,7336
6864,7341
549,6498
8825,12089
2667,6387
2667,6389
2667,6393
6862,7423
2667,6399
6893,6465
6864,7373
2664,6502
518,7499
2661,6609
2661,6610
2662,6584
551,6489
6864,7398
6897,6374
2669,6370
551,6493
2667,6435
2669,6373
2669,6375
349,12758
2667,6439
2669,6379
2669,6378
2669,6381
2669,6385
2669,6387
2662,6603
555,6388
2662,6607
2669,6396
555,6398
2669,6402
2669,6404
551,6530
2666,6504
2669,6414
2668,6447
6897,6421
2669,6421
2669,6423
2669,6424
2671,6367
555,6426
2669,6431
2669,6432
2669,6435
2665,6558
2669,6439
2671,6376
2671,6380
2667,6506
2671,6385
521,7499
2671,6387
6868,7352
2669,6452
2671,6394
555,6455
6900,6368
2671,6396
2667,6524
6868,7373
2671,6411
2671,6415
2667,6543
6895,6552
6863,7544
520,7569
2671,6427
2671,6426
2673,6367
2671,6428
6864,7515
2671,6431
558,6398
6900,6403
6901,6379
2673,6372
559,6371
559,6373
6901,6381
6870,7347
553,6565
2671,6444
2673,6385
6864,7538
6901,6389
559,6386
9008,6608
8984,7352
2671,6452
2673,6390
6864,7544
559,6393
2667,6584
2673,6401
559,6398
559,6399
2667,6586
8984,7373
2673,6406
2671,6470
2671,6473
2673,6415
6868,7440
2667,6603
2673,6419
2673,6418
8833,12071
6868,7450
2673,6422
6901,6424
559,6425
6901,6439
2673,6440
8984,7412
2675,6381
2675,6385
2675,6387
6900,6485
2675,6391
559,6455
6662,13871
2675,6397
558,6487
2675,6396
8984,7423
2674,6429
559,6461
8984,7426
2676,6372
2675,6402
6868,7493
526,7487
2675,6409
6898,6566
8984,7443
8984,7444
2673,6472
2676,6382
2675,6419
2675,6421
6662,13894
2676,6392
6872,7390
2675,6424
2669,6613
559,6488
6868,7515
560,6459
2675,6432
6901,6496
6905,6379
2471,12758
2673,6496
357,12758
2675,6439
559,6498
6905,6381
2676,6409
6872,7417
6905,6396
2678,6369
6868,7553
2678,6374
6868,7558
528,7487
2676,6438
2676,6437
2675,6468
2676,6440
6868,7562
6868,7559
2678,6381
2678,6384
2678,6389
564,6388
560,6513
6905,6424
2678,6394
526,7569
564,6398
2678,6402
6905,6439
2678,6404
2679,6372
6872,7459
6900,6591
2676,6468
6875,7373
564,6404
2678,6408
2678,6410
6875,7376
2676,6471
2678,6411
2678,6414
2679,6382
2675,6509
2678,6415
2678,6417
2678,6421
6875,7387
2678,6426
8984,7544
564,6426
2680,6368
560,6553
2678,6431
2680,6372
566,6369
2679,6402
530,7487
559,6589
2679,6409
2678,6439
566,6378
2680,6382
559,6598
2678,6445
6875,7412
563,6476
563,6478
6902,6578
564,6451
2679,6425
2678,6456
535,7352
2679,6424
2678,6458
2681,6367
2680,6398
2680,6400
6875,7429
2679,6432
2681,6370
6902,6589
6905,6496
2681,6372
2681,6375
2679,6437
2681,6374
566,6404
2681,6376
8840,12060
2681,6379
2680,6409
2680,6412
2681,6381
2678,6473
2681,6382
535,7373
2681,6385
6875,7444
566,6414
8840,12070
2681,6389
564,6483
2681,6392
2680,6425
6875,7450
2681,6397
6905,6527
566,6426
563,6520
2680,6429
2681,6401
2678,6494
566,6430
566,6431
2682,6372
563,6525
2681,6402
2682,6374
2682,6373
2681,6406
2680,6437
564,6498
2681,6409
2681,6408
2682,6379
2682,6381
564,6504
2681,6415
566,6445
2682,6385
566,6446
2681,6419
2681,6418
2681,6421
535,7412
2681,6422
2681,6425
2681,6424
2678,6517
2681,6427
535,7416
2681,6426
2681,6429
564,6520
563,6553
565,6491
2683,6370
2681,6432
2683,6373
2678,6528
2681,6436
2678,6529
2681,6439
2679,6501
2683,6376
2681,6438
2683,6379
2681,6440
2683,6381
566,6473
2681,6447
2682,6419
2682,6421
569,6389
2680,6485
567,6455
2683,6396
2681,6458
535,7450
2682,6431
9019,6589
9019,6598
2681,6464
2683,6404
2681,6468
2682,6440
2680,6502
535,7460
2681,6471
2682,6439
2680,6504
2684,6382
567,6478
2683,6421
2684,6392
2683,6424
2683,6427
566,6520
2683,6435
6877,7493
2683,6439
2681,6502
9020,6598
565,6573
567,6513
2683,6457
567,6517
8994,7425
535,7515
567,6525
535,7518
2684,6435
2683,6466
6914,6379
8845,12057
8845,12058
6914,6381
569,6475
8845,12060
6909,6549
8845,12068
8845,12070
2683,6492
2684,6464
6877,7559
2686,6405
6877,7558
572,6404
566,6593
6877,7562
566,6597
2683,6509
566,6602
6914,6421
6915,6405
571,6463
6914,6439
2681,6591
2687,6406
2686,6446
6910,6575
2683,6543
2683,6562
574,6407
572,6475
333,13887
571,6513
6915,6465
2683,6586
575,6407
6886,7373
2686,6508
2686,6510
6886,7388
8997,7478
2690,6394
6881,7547
6677,13871
8997,7490
575,6426
6916,6465
545,7360
2691,6372
6917,6440
2686,6535
6886,7412
6881,7574
6881,7572
6887,7390
2692,6368
6918,6440
2690,6436
6915,6535
6886,7433
6920,6386
6915,6541
2692,6386
2692,6388
6887,7417
2686,6573
6736,12101
2691,6425
2692,6398
9029,6563
2692,6400
2691,6437
2691,6438
2693,6378
2690,6474
2692,6412
576,6476
6888,7417
2690,6488
9029,6589
6887,7459
2690,6498
2693,6404
2693,6411
2693,6414
6923,6368
6922,6397
2693,6431
6886,7518
9001,7490
6923,6374
545,7487
2694,6405
6923,6379
2693,6445
6922,6418
2691,6515
2692,6483
2693,6455
2692,6485
6923,6400
6924,6368
576,6553
2696,6372
2693,6473
2696,6382
2694,6446
2694,6454
578,6513
9008,7329
2694,6462
2693,6494
6923,6439
377,12758
6891,7436
2696,6409
6894,7341
6919,6575
6920,6550
9008,7352
2693,6517
6893,7391
2696,6429
580,6491
9008,7373
2693,6529
2696,6436
2693,6528
2696,6437
6920,6563
6894,7373
2694,6507
2694,6510
6920,6578
6894,7398
2696,6472
9008,7412
2696,6471
2694,6535
585,6385
6924,6485
6895,7382
585,6387
9008,7429
9008,7436
583,6463
6894,7429
6890,7559
2696,6502
6890,7558
2693,6596
2693,6602
6895,7417
553,7412
553,7415
553,7416
2695,6555
2701,6374
2701,6378
6892,7531
6926,6485
583,6513
6892,7543
6893,7512
6724,12758
6892,7547
553,7460
2701,6408
2698,6506
6927,6485
6892,7568
6894,7515
2701,6427
6926,6522
6930,6397
2696,6591
551,7556
6929,6451
6930,6418
553,7500
6893,7570
9008,7536
6930,6422
6894,7538
6893,7573
2700,6488
6931,6401
2701,6456
2700,6487
9008,7544
589,6399
2700,6498
2704,6374
2700,6502
2704,6378
9011,7469
2701,6477
2698,6574
589,6426
6930,6468
553,7544
2704,6404
2698,6591
6930,6480
2704,6414
6931,6456
2701,6517
589,6453
6933,6400
589,6460
592,6367
2705,6400
6928,6565
592,6373
6902,7373
2706,6382
2704,6443
2705,6412
2704,6445
592,6385
2706,6387
2706,6392
592,6390
559,7415
2704,6458
2703,6488
2705,6429
592,6399
591,6433
2705,6437
387,12758
6935,6380
6935,6379
2707,6379
2706,6409
6898,7535
591,6448
2706,6419
9019,7329
2706,6422
589,6513
6935,6396
2707,6397
592,6426
2704,6494
6935,6408
2706,6438
592,6435
2706,6440
6935,6417
2707,6415
6935,6421
2706,6447
8867,12070
6904,7386
6935,6424
6935,6423
6930,6578
8867,12072
6904,7383
591,6484
592,6453
2707,6426
591,6489
2707,6431
6937,6374
594,6398
2704,6526
2707,6432
6937,6379
2706,6468
6936,6408
6935,6439
2707,6439
590,6530
6935,6444
6937,6381
2707,6440
9019,7383
2709,6382
6937,6389
6935,6456
6933,6523
9019,7386
2709,6392
2709,6401
6901,7521
6935,6472
6935,6470
6937,6408
6935,6477
2707,6470
2707,6473
9020,7386
6937,6423
6907,7352
2709,6419
6937,6421
594,6448
6904,7450
9019,7423
594,6451
6937,6424
2711,6367
6937,6439
2711,6373
6907,7373
2709,6438
2704,6596
2707,6502
2711,6381
2711,6380
6906,7412
2711,6385
6905,7441
6906,7416
9019,7444
592,6543
6937,6458
559,7568
6909,7329
2711,6396
2711,6399
595,6460
595,6463
2711,6402
6937,6470
595,6465
8871,12058
593,6530
8871,12060
2712,6380
2712,6379
2712,6381
2711,6415
9019,7478
6907,7412
595,6476
8871,12068
595,6478
6907,7417
2711,6421
592,6573
2711,6423
2712,6396
2711,6426
8871,12072
2711,6431
6907,7429
6941,6374
6934,6589
6937,6496
592,6586
2711,6436
2712,6407
6934,6599
594,6530
2711,6444
6909,7383
2712,6415
6907,7444
2712,6417
6935,6581
2712,6421
2711,6455
2712,6423
2712,6426
6904,7544
6941,6396
6907,7450
595,6520
6935,6591
2711,6468
2712,6440
6906,7500
2711,6473
6908,7440
6909,7412
595,6541
6905,7543
9020,7509
6909,7423
6905,7550
2715,6368
595,6553
6909,7431
2711,6498
2712,6470
2715,6378
2712,6474
6907,7503
2715,6388
6759,12101
6905,7572
6907,7515
600,6426
2715,6400
2716,6369
6908,7493
2716,6380
2715,6412
6912,7386
596,6575
2716,6396
6908,7518
2716,6397
6945,6368
600,6460
2716,6402
6938,6589
6939,6563
2716,6410
2716,6409
6909,7503
2716,6411
2716,6414
2716,6415
596,6600
2715,6451
599,6510
9029,7329
2716,6423
2716,6426
6912,7425
2716,6431
2718,6369
6908,7553
6946,6374
2718,6374
2714,6502
2716,6439
6908,7559
2716,6444
2712,6567
600,6510
6946,6389
2718,6389
2718,6392
2715,6485
6946,6408
2718,6404
6946,6405
8878,12057
2719,6374
8878,12058
2716,6470
2718,6408
9061,6386
2716,6473
2715,6504
2718,6414
2719,6382
9029,7386
8878,12068
2718,6418
6946,6423
8878,12063
599,6573
9029,7383
2718,6421
2718,6426
8878,12070
574,7355
2718,6431
8878,12089
2720,6375
2719,6409
2720,6378
2719,6408
2720,6380
2718,6445
9029,7412
604,6448
6946,6458
6944,6519
2720,6397
9029,7423
2720,6402
2720,6404
2718,6468
2720,6409
2718,6473
2720,6414
2720,6418
604,6484
6765,12101
6943,6589
6949,6403
604,6489
6948,6440
608,6377
6943,6599
2720,6452
605,6489
604,6523
6920,7336
2720,6468
604,6530
604,6548
6952,6376
6952,6381
605,6530
572,7557
6952,6389
2723,6416
608,6446
606,6513
608,6454
2723,6433
2720,6526
611,6369
608,6462
608,6463
2725,6372
6951,6439
6952,6413
2723,6448
6952,6424
6748,12758
2725,6402
611,6404
8884,12089
6952,6439
6947,6598
611,6411
2719,6601
2723,6476
611,6414
2725,6418
608,6512
6952,6457
608,6513
2723,6484
611,6426
611,6431
2725,6437
608,6530
2720,6596
2720,6602
2723,6523
6952,6496
2728,6372
6956,6386
2728,6379
9036,7444
2728,6390
6953,6484
612,6453
2723,6548
612,6459
612,6460
2728,6401
6952,6527
614,6404
2726,6477
612,6476
6953,6523
6952,6551
614,6431
611,6526
2728,6437
611,6529
6925,7407
6952,6577
2730,6388
6925,7412
612,6513
6954,6523
2728,6458
2729,6428
6959,6372
617,6367
617,6370
617,6373
616,6405
617,6374
2728,6472
6952,6601
617,6381
617,6385
617,6387
8890,12065
613,6513
617,6390
2732,6368
612,6553
2732,6372
6959,6409
9067,6599
617,6412
2729,6487
617,6424
2732,6398
614,6520
2732,6400
6961,6375
2732,6412
6928,7412
6928,7416
2731,6455
2732,6429
8893,12057
2734,6375
2732,6437
2731,6487
2735,6367
2734,6397
2734,6400
617,6491
2734,6402
2735,6373
6929,7429
6928,7460
618,6463
6932,7336
617,6496
2731,6498
2735,6379
2734,6409
2735,6380
2731,6504
6963,6389
2735,6385
2734,6418
2735,6393
2732,6485
2735,6396
620,6426
2735,6399
2736,6368
2734,6432
2735,6402
2735,6404
6932,7373
585,7521
2732,6501
2732,6504
2735,6415
2735,6417
2736,6388
2735,6421
616,6573
2735,6423
618,6513
615,6606
6934,7329
2736,6400
620,6460
6929,7493
417,12758
623,6377
2736,6412
2735,6445
619,6504
621,6446
617,6573
6966,6368
585,7569
6963,6458
6963,6465
6966,6380
6960,6565
619,6530
2738,6380
6934,7373
6965,6416
622,6445
6934,7383
6932,7444
6966,6396
6934,7386
6966,6400
6967,6368
6960,6589
6934,7394
6966,6408
6967,6376
6967,6381
419,12758
6929,7558
6967,6379
620,6530
6929,7562
6934,7412
8898,12057
8898,12058
6931,7509
6966,6423
621,6510
8898,12065
2736,6485
6726,13872
2736,6487
6934,7423
624,6433
6968,6375
2736,6504
6963,6541
8898,12089
8899,12058
8899,12060
8899,12070
6967,6424
6966,6458
8899,12068
2741,6367
6969,6375
6966,6470
421,12758
2741,6374
8900,12064
2740,6413
2741,6385
6932,7538
6938,7352
6967,6457
623,6512
6965,6523
8900,12068
2735,6584
2741,6404
6965,6533
623,6530
2741,6408
6967,6474
6938,7373
2738,6506
2741,6415
2741,6414
2735,6603
627,6416
2741,6423
6932,7571
6934,7515
6938,7400
627,6433
6939,7373
8902,12058
624,6530
6967,6506
2741,6445
6938,7412
6938,7416
627,6448
8902,12063
8902,12064
2741,6452
625,6513
6971,6396
8902,12070
2741,6458
6939,7390
424,12758
6972,6381
6972,6379
6971,6421
6938,7444
6939,7412
6939,7417
6971,6423
627,6484
2744,6395
627,6489
6973,6368
2741,6494
2742,6468
630,6405
6939,7444
6972,6421
6939,7443
6939,7450
9052,7490
627,6523
2746,6369
2744,6434
6974,6374
2746,6375
6938,7500
2746,6380
2746,6379
2745,6410
2746,6382
632,6379
2746,6381
632,6381
2744,6447
2746,6392
6938,7515
2745,6431
6938,7518
2746,6402
2746,6404
6944,7336
633,6370
2746,6406
6943,7373
633,6373
2746,6410
2746,6409
2746,6414
2746,6415
2746,6417
2740,6603
13112,12758
6974,6421
633,6387
2746,6422
2746,6421
6973,6458
2745,6455
2746,6424
2746,6426
632,6424
633,6393
2746,6432
633,6399
6943,7400
2746,6436
6938,7558
2746,6439
632,6439
2748,6379
2747,6413
2748,6381
633,6412
6975,6421
2746,6445
631,6476
9057,7423
2746,6456
2746,6455
2748,6396
6944,7398
635,6367
9057,7426
6943,7426
633,6435
2746,6470
2746,6472
2747,6443
8908,12063
9057,7444
2749,6380
2746,6473
8908,12065
2748,6415
635,6385
631,6510
635,6387
2748,6421
631,6513
635,6390
9086,6552
6978,6372
2748,6427
2749,6399
2746,6494
6947,7336
2750,6372
9061,7335
2747,6466
632,6496
8908,12089
2748,6437
2750,6375
2744,6561
2749,6411
2750,6379
9057,7478
635,6412
6975,6485
6944,7444
629,6608
2746,6517
2749,6426
633,6487
635,6426
6979,6372
2747,6492
634,6460
2751,6372
6947,7373
6796,12054
431,12758
6796,12053
6978,6409
2748,6472
6943,7500
6796,12055
2749,6445
2751,6382
2749,6444
6796,12060
2750,6418
635,6448
633,6510
2749,6453
6796,12070
6972,6613
635,6452
2751,6392
6796,12074
6943,7515
6974,6558
2746,6555
6979,6409
2750,6440
2751,6409
2749,6470
6796,12089
2748,6509
634,6510
6974,6582
2751,6429
635,6491
9061,7429
2751,6437
433,12758
2751,6436
2751,6438
2747,6562
2751,6440
6944,7538
638,6416
635,6510
633,6573
6981,6403
634,6553
633,6584
635,6523
2749,6528
6980,6439
635,6530
638,6448
634,6573
635,6548
6976,6589
2755,6370
2755,6372
6976,6598
2751,6502
635,6573
2755,6392
2755,6397
6947,7515
642,6369
2550,12758
635,6588
2755,6409
642,6378
2756,6383
2755,6418
6947,7538
6947,7544
6984,6397
641,6426
6980,6523
9061,7555
2757,6368
638,6523
642,6404
642,6410
642,6411
639,6513
608,7475
9061,7574
6986,6372
9067,7394
2757,6400
6955,7336
642,6431
642,6446
2756,6450
9067,7412
9067,7423
6982,6523
642,6454
2758,6397
642,6462
2758,6404
6955,7373
6986,6409
6985,6447
2758,6414
643,6448
2756,6482
9067,7444
2758,6419
2758,6430
646,6370
6986,6437
646,6373
640,6565
2758,6445
643,6475
6955,7416
2757,6485
2757,6487
643,6489
6958,7336
6983,6565
640,6589
2758,6470
642,6529
8920,12060
2760,6412
2756,6536
2758,6474
8920,12057
2761,6384
8920,12068
8920,12070
8920,12063
8920,12064
646,6421
6990,6372
2756,6556
2758,6494
643,6523
2762,6374
642,6559
646,6435
2762,6375
2762,6378
643,6530
8921,12060
8921,12063
2758,6506
8921,12057
8921,12058
8920,12089
8921,12070
6991,6368
617,7355
2762,6404
443,12758
648,6405
644,6530
642,6593
649,6378
2762,6414
8921,12089
9105,6386
6958,7416
6783,12839
2762,6419
6990,6421
2760,6488
647,6460
642,6616
2764,6372
2758,6559
2764,6376
2764,6375
2760,6502
2764,6380
2764,6379
2764,6381
6809,12056
2764,6385
6955,7538
2764,6396
6993,6368
6993,6374
2764,6402
649,6430
648,6462
6993,6379
2762,6468
2761,6498
6993,6381
6991,6457
6960,7416
2764,6421
647,6513
6960,7415
2764,6424
2764,6423
2764,6427
6993,6400
2764,6432
649,6462
2766,6374
650,6433
2766,6373
6962,7370
6962,7373
2766,6381
6991,6485
6753,13863
648,6508
649,6478
648,6510
646,6573
2766,6389
2764,6453
2764,6456
6958,7515
646,6584
6993,6439
2762,6526
6960,7460
2766,6408
2764,6472
2764,6477
9105,6519
6995,6397
2766,6421
649,6513
2766,6423
649,6515
6774,13250
652,6426
6962,7426
6990,6558
649,6525
651,6465
2768,6382
6960,7500
651,6476
6995,6418
648,6573
6995,6422
2768,6392
2769,6369
2763,6558
2762,6596
2762,6602
6996,6421
2768,6419
8928,12065
2769,6390
2769,6393
650,6548
651,6520
2768,6429
2769,6401
2770,6372
2770,6374
2770,6376
2769,6407
2770,6375
2768,6440
651,6533
2770,6381
6995,6480
2769,6415
2769,6422
2769,6424
654,6459
11021,12758
2768,6464
2770,6402
2770,6401
2769,6432
2769,6437
654,6465
2769,6439
2770,6415
654,6476
6996,6485
13136,12758
654,6480
2769,6453
2770,6421
2769,6452
6994,6549
2769,6456
6962,7547
7000,6374
2772,6369
2771,6406
6817,12054
653,6530
7000,6389
2771,6419
2772,6387
6962,7571
654,6513
6817,12069
2770,6458
657,6426
654,6520
656,6463
7001,6379
2770,6468
8932,12057
7000,6408
8932,12058
7001,6380
654,6533
8932,12063
8932,12064
2772,6414
6994,6608
656,6476
8932,12060
7001,6389
656,6478
7000,6423
2772,6424
8932,12068
8932,12070
654,6553
659,6398
2772,6431
2773,6403
8932,12089
2772,6439
7000,6444
659,6412
7001,6421
7000,6458
7001,6424
629,7352
2769,6555
7001,6439
7003,6376
656,6525
7003,6381
8934,12057
455,12758
8934,12058
8934,12060
7000,6477
7001,6444
655,6565
8934,12068
655,6573
7003,6396
2774,6425
8934,12070
654,6614
659,6460
7001,6470
655,6589
8934,12089
6997,6598
2776,6383
662,6384
2769,6607
6783,13250
660,6460
2774,6464
6998,6589
2777,6373
7003,6439
2777,6374
629,7429
6999,6566
6974,7347
660,6476
659,6510
7003,6457
628,7478
662,6426
659,6519
2770,6615
661,6460
664,6369
661,6463
661,6465
2774,6502
2777,6408
2774,6501
6972,7441
661,6476
661,6478
2777,6421
7006,6396
660,6513
6976,7329
423,13864
2777,6435
662,6463
664,6404
662,6475
2776,6482
663,6448
661,6513
661,6520
662,6489
2780,6367
629,7515
664,6431
661,6525
659,6587
6976,7373
7001,6601
665,6411
663,6476
6976,7386
661,6541
662,6512
6976,7383
662,6513
6971,7543
6976,7394
665,6426
629,7544
664,6462
2780,6408
661,6560
7002,6600
659,6623
662,6530
6971,7568
6976,7412
665,6446
13146,12758
2780,6426
663,6519
6976,7423
7002,6623
2780,6440
665,6478
2779,6498
668,6412
6980,7347
6976,7478
2779,6515
665,6513
2780,6488
6974,7547
665,6520
2777,6584
2777,6586
665,6525
2780,6498
665,6529
2784,6386
2782,6455
2785,6369
2783,6436
2779,6563
2785,6380
640,7341
6977,7500
6975,7568
6976,7544
2782,6487
2785,6396
2786,6369
2786,6374
670,6435
2786,6375
2782,6502
2785,6411
2786,6379
2785,6410
6831,12054
8945,12063
2786,6381
8945,12057
2786,6385
2786,6387
2786,6389
668,6513
2783,6488
2786,6397
2787,6369
2785,6431
2787,6372
2787,6375
2787,6374
2786,6408
7009,6565
2787,6379
2786,6409
2787,6381
2786,6414
8945,12089
2787,6385
2787,6384
6774,13863
2786,6419
2786,6421
640,7412
669,6513
2786,6424
2787,6392
635,7569
640,7415
640,7416
6774,13871
2787,6397
2787,6399
2786,6432
7008,6620
668,6553
673,6398
2786,6431
7014,6440
2787,6402
2787,6404
2787,6409
2786,6440
2786,6439
2787,6408
2785,6473
2787,6410
2787,6415
673,6412
2787,6414
2788,6385
2787,6419
2788,6387
2786,6452
2787,6421
6983,7415
2787,6423
2787,6424
2787,6426
2788,6397
2787,6431
2787,6432
7011,6558
2789,6374
2787,6439
2788,6408
640,7460
2787,6440
2787,6445
2788,6418
2788,6419
6984,7417
673,6451
7011,6583
2787,6458
676,6368
674,6433
2788,6440
2787,6473
676,6379
7018,6386
676,6381
6987,7352
640,7500
2788,6452
672,6513
6984,7447
2790,6398
2790,6403
2788,6468
471,12758
2790,6412
676,6417
7019,6396
676,6421
642,7475
676,6424
2792,6372
2792,6374
676,6439
2792,6379
6984,7501
2792,6381
2787,6545
2789,6486
2793,6367
6988,7391
2792,6402
2793,6373
2792,6404
641,7550
642,7521
6984,7529
6990,7347
6838,12058
2789,6509
2793,6385
6987,7444
6990,7355
495,12092
2792,6421
2790,6487
674,6548
2793,6399
6985,7520
2793,6407
7019,6470
7019,6477
2792,6439
2793,6427
676,6523
9105,7373
6781,13878
2793,6435
6992,7336
6992,7341
9105,7376
646,7465
2788,6603
6985,7568
2793,6453
2794,6422
6992,7356
2795,6395
2793,6456
2795,6397
6987,7515
2795,6396
2796,6371
682,6370
680,6433
682,6373
7017,6599
2795,6409
6990,7434
2795,6415
2793,6477
2795,6417
646,7499
682,6385
2795,6418
2795,6421
676,6575
2795,6422
2794,6453
6987,7544
6841,12070
6988,7512
2794,6458
2794,6457
6783,13871
2795,6434
2795,6437
6992,7400
676,6591
7018,6599
6783,13884
6990,7465
2795,6444
2795,6447
6783,13896
9105,7450
7020,6552
682,6426
2796,6429
2798,6370
2798,6369
2798,6372
2798,6374
2795,6467
2798,6373
682,6435
2795,6468
2798,6375
6994,7376
2795,6470
646,7555
2798,6379
6994,7373
2798,6381
2794,6509
2797,6418
2798,6389
684,6388
6988,7573
2798,6392
680,6513
646,7569
2794,6517
683,6426
2798,6397
2798,6399
7026,6401
682,6460
2798,6402
2798,6401
2798,6404
2798,6408
680,6530
2792,6596
2798,6409
7027,6383
2798,6411
2798,6414
6994,7412
2798,6415
2798,6418
2798,6419
2798,6421
2798,6424
7022,6550
2798,6423
2798,6426
2798,6432
2798,6431
2793,6586
7022,6563
6994,7429
2798,6440
2796,6502
2798,6439
2798,6441
2798,6445
2798,6458
6998,7329
2798,6468
2795,6561
9105,7555
2801,6378
2798,6473
686,6412
7022,6608
6992,7538
7026,6482
7027,6450
7026,6486
682,6543
683,6513
2802,6370
2802,6373
2801,6404
482,12758
2802,6380
655,7400
8961,12063
8961,12068
6998,7383
7027,6482
682,6573
8961,12065
6994,7509
655,7415
7030,6397
2801,6431
682,6584
687,6433
2802,6414
2803,6382
682,6603
683,6573
6997,7444
682,6605
2802,6424
2802,6423
6998,7423
2802,6432
687,6460
689,6398
2802,6435
6849,12054
2803,6409
2802,6439
9113,7412
6803,13485
6998,7444
2803,6425
6849,12069
687,6484
689,6426
6849,12072
7031,6440
2802,6470
7034,6374
692,6370
692,6373
2804,6440
2806,6380
692,6385
692,6387
6850,12104
6997,7544
6793,13875
692,6398
7033,6439
6850,12112
6793,13878
2806,6404
7004,7336
2806,6414
692,6412
2802,6543
692,6435
6853,12055
8967,12058
6853,12054
8967,12060
2806,6439
6853,12058
9115,7478
7004,7381
7033,6485
8967,12065
2808,6392
2809,6367
2802,6586
2809,6375
2808,6406
6853,12081
489,12758
2806,6470
2809,6379
2809,6381
2809,6380
2809,6385
2802,6603
2808,6419
2802,6605
7001,7509
7005,7388
2809,6396
7005,7394
693,6459
7000,7547
693,6463
2809,6402
660,7487
2809,6404
7036,6440
2809,6415
2809,6414
693,6478
692,6510
2809,6421
7001,7543
2809,6423
2809,6424
7032,6589
2809,6432
7039,6374
659,7550
2809,6439
7032,6599
2809,6445
7039,6389
2809,6444
7038,6418
2809,6453
2811,6394
2809,6456
7007,7391
