derivationally_related_form_1,derivationally_related_form_2
4829,184
38026,19638
10047,35042
31886,13399
14309,34002
10999,5538
33907,16299
7858,37375
13048,7554
27694,12269
15306,3089
12772,16121
27773,9845
27112,30338
33281,35687
14295,34452
2713,275
10679,15477
379,7095
2290,13389
36249,9222
37521,35362
25738,7412
12245,32469
33908,16299
16527,30799
25754,6907
38038,19320
8234,25759
15171,7317
27847,7585
38038,19321
3777,32863
15330,2407
27668,13154
8127,29093
31478,26112
23555,9584
4777,1869
14553,26503
16582,29126
31586,22758
34024,12739
10768,12762
30104,3189
37453,37487
30092,3562
27444,20111
2686,1169
25711,8297
16762,23561
5771,36613
6365,18198
27471,19262
38046,19150
16302,37850
343,8285
14554,26503
34298,4278
12508,24387
10765,12898
27468,19396
27687,12609
23801,2004
8244,25515
35408,35388
19628,287
36297,7831
4674,5127
10706,14738
33217,37813
32150,5342
22730,35222
21678,2287
25813,5177
15351,1826
23439,13230
27976,3655
10766,12898
31857,14446
27961,4150
10766,12899
10047,35182
10094,33725
10187,30854
1918,25048
35672,27235
14430,30390
10583,18576
19316,10012
557,1711
38178,15127
12223,33292
25814,5177
37437,38101
367,7611
27367,22568
36254,9216
38299,11363
36501,1569
29458,23300
2566,4993
16749,24090
11066,3654
3752,33777
3843,30955
2508,6805
11119,2007
2576,4699
5740,37689
4750,2851
35375,36503
1913,25264
23088,24192
37629,32170
38038,19492
18422,37772
267,10766
6311,20013
177,13556
15017,12265
2630,3054
6289,20698
17239,8920
8810,8081
37657,31348
12510,24454
17298,7119
589,803
21321,13465
25648,10427
23236,19660
33320,34746
3695,35602
2207,16199
2622,3334
33232,37481
33238,37295
2716,423
12592,21957
14788,19418
15132,8753
27588,15839
6532,13204
5729,38096
16887,19892
25269,22190
31122,37353
7862,37512
19104,16688
37627,32290
14359,32722
27015,33596
9004,2116
1736,30821
2282,13897
14558,26562
3647,37118
12962,10497
29108,34266
38270,12406
17272,7965
19605,1199
29783,13362
18422,37871
35808,23171
21741,520
19011,19605
25728,7984
8418,20314
11143,1377
17457,2266
19334,9618
4693,4731
30010,6337
5732,38055
23178,21515
29011,37302
32226,3174
19177,14474
13300,59
24896,33794
31972,11074
8426,20095
23257,19088
12076,38013
25234,23339
12275,31843
11009,5565
16674,26546
26902,37163
10174,31451
123,15352
318,9307
4530,9806
9001,2280
19335,9619
9001,2281
28081,631
14356,32896
4765,2539
20903,26538
16311,37820
4389,14193
38396,8568
6872,2770
25407,18003
124,15353
319,9308
17220,9675
15022,12275
20784,30264
19090,17245
33247,37141
8875,6221
8489,18196
1706,31857
38103,17678
25289,21678
8845,7163
6047,28358
23739,4192
20755,31178
14776,19926
33711,22743
6873,2770
25136,26436
10003,36816
17061,14618
21418,10622
2311,13126
19300,10766
31883,13908
21211,17062
21113,20101
1528,37408
8490,18196
19103,16887
23653,6911
23653,6910
35764,24664
33895,17067
18743,28053
2212,16220
4171,21028
6208,23418
27130,30186
8907,5283
10870,9977
6531,13411
31236,33999
3646,37320
20827,28993
542,2477
25645,10728
35359,37246
10402,24497
23060,25328
37575,34096
10682,15825
3825,31791
31895,13575
21344,13001
12164,35433
20862,27942
33476,30134
15107,9733
38200,14765
17398,4258
23176,21748
19253,12280
2632,3254
35892,20785
32331,74
2731,187
6054,28246
33440,31235
4501,10856
1755,30448
4195,20343
1926,25150
23275,18685
10142,32601
24764,38064
23118,23556
17223,9692
22666,37566
1897,26057
29238,30467
17251,8846
3930,28576
17024,15885
25393,18586
27067,32223
37666,31356
29552,20726
19568,2545
6377,18262
25828,5093
25381,18979
23601,8610
5958,31270
27990,3645
2124,19059
4665,5831
15359,1990
418,6416
37611,33066
8126,29619
14531,27668
25628,11349
36041,16206
12261,32515
5913,32690
17273,8201
19639,390
29790,13396
17469,2126
37562,34594
3929,28660
17116,13093
19328,10057
37477,37278
16758,24187
35740,25564
6667,9341
35776,24447
15195,7119
2151,18270
26908,37231
194,13403
15011,12829
38121,17300
31939,12339
36049,15998
10571,19407
27082,31860
6900,2135
20906,26710
10249,29397
17495,1367
15175,7760
14686,22928
36042,16237
14392,32040
8674,12704
4140,22190
5795,36418
15122,9429
38257,13153
6901,2139
21487,8731
27706,12547
36072,15360
10250,29397
15025,12446
27588,16201
4116,22944
21412,11069
2208,16559
17525,495
3646,37523
5968,31076
36214,10942
6743,7057
26929,36641
15271,4833
12829,15011
6870,3127
6870,3126
27707,12547
19412,7554
16757,24310
28018,2903
10757,13708
17525,505
2336,12622
16337,37355
37546,35215
14909,16091
31569,23905
451,5538
8846,7444
6047,28677
27759,10969
8864,6891
13101,6617
29904,10000
21062,21983
5762,37524
8732,10992
3895,29868
27649,14395
30004,6916
18557,34119
511,3714
22671,37660
13086,7116
12752,17468
2181,17486
12667,20101
38300,11928
3740,34702
23011,27130
14911,16080
25352,20092
8845,7534
8960,3970
23559,10153
2742,126
37876,25102
38379,9507
23772,3547
29902,10156
18478,36618
1569,36501
26903,37585
33924,16527
38317,11416
35362,37521
4686,5421
3914,29354
28994,38318
8846,7534
22733,35800
24772,38120
27894,6876
17418,3949
36123,13915
14510,28587
6115,26689
34265,5990
8438,20208
3811,32580
17195,10902
12902,12902
34387,2250
12659,20442
306,10176
1,19632
25778,6990
18649,31376
6218,23514
22684,37364
13186,4117
6557,13004
25916,2710
35546,31839
35868,21862
11063,4399
14396,32157
27370,23181
21095,21095
6825,4731
8606,15059
25818,5778
33461,30970
4320,16852
4112,23300
38298,12097
38273,12878
15290,4467
2576,5389
178,14195
10979,7049
35634,29191
34131,10249
37764,28701
15190,7587
38109,18005
21280,15397
21216,17381
151,15045
31601,23120
23453,13591
34430,958
29861,11553
16427,34791
27101,31572
33593,26910
14952,14967
17018,16458
27400,22301
4525,10539
26945,36400
38240,13931
29209,31753
10067,35351
6673,9493
25690,9789
25355,20176
6836,4447
3669,37092
20706,33241
29019,37687
4673,5975
2696,1725
23455,13576
4346,16122
27148,30169
34002,14309
21573,6372
25614,12176
2026,22526
21417,11238
25192,25279
4638,7092
6336,19992
4267,18595
5999,30445
4522,10696
37812,27264
29285,29490
11138,2214
6757,6949
6595,11970
23656,7375
25073,28982
18622,32352
12735,18250
38157,16612
2623,4043
424,6679
16896,20343
1829,28665
34161,9397
29891,10714
30149,2713
14724,22142
21474,9494
2176,17926
34400,2037
27354,23837
20777,31115
4451,12944
15201,7383
7952,35487
14708,22660
13279,1423
29139,34059
2355,12394
26942,36623
36366,6654
25610,12405
15375,2002
13049,8573
37503,36948
35973,18842
33563,28018
30228,312
37487,37453
2477,8635
29122,34622
15421,589
2356,12394
37563,35070
25832,5538
31935,12949
3644,38003
38005,21373
18600,33116
2463,9082
30092,4542
22699,37118
31470,27387
32200,4754
37471,37973
2174,18054
8733,11332
9079,608
3649,37874
17233,9994
6748,7347
15124,9839
33596,27015
26918,37430
25727,8816
38113,18098
10579,19670
35376,37407
14883,17318
37963,22750
36305,8615
7909,36903
1906,26391
31896,14206
475,5219
9080,609
24827,36733
4124,23181
17486,2181
17013,16846
10011,37296
38035,20502
12216,34472
10006,37458
13032,9188
29701,16726
25350,20533
4865,223
17482,2321
6681,9465
30024,6732
21332,14039
27710,12954
5767,37817
31972,11903
4665,6446
22698,37256
6378,18892
16331,38035
7870,38176
6226,23609
37602,34015
38072,19446
35535,32556
11134,2545
17156,12479
31455,27961
14809,19703
17112,13836
6880,3357
23767,4138
4567,9528
10341,27141
10341,27140
23063,25977
18685,30620
18651,31674
2154,18805
37729,30111
31402,29610
37713,30577
12935,12280
37890,25102
17525,1086
14240,37378
14686,23564
24891,34878
38211,15195
34211,8126
21362,13225
28068,1947
12936,12280
28109,673
33623,26336
12097,38298
10009,37501
38247,14104
25939,2431
20574,37670
27356,24041
33845,19496
1832,28844
18916,23538
6339,20205
19371,9419
13031,9358
29277,30043
7900,37356
12254,33454
18455,37844
18998,21001
31762,18556
29987,8042
29974,8443
17038,16239
6492,15492
37936,23789
14655,24584
14482,29947
25651,11381
2587,5485
6969,712
11137,2576
31584,24087
15345,3208
23412,15294
2364,12411
29891,11052
29638,18894
16445,34654
20690,34135
2744,646
2227,16675
38323,11797
18824,26466
20693,34061
35618,30118
14967,14952
13005,10237
6652,10581
23601,9440
9087,637
33933,16860
22739,36188
37762,29236
16331,38229
37978,22544
2596,5260
27781,10953
33794,21154
4580,9300
2035,22660
12243,33895
25622,12365
37542,36041
21033,23557
13151,5756
6922,2245
19517,5010
29291,29720
14452,30969
4694,5781
26934,37251
504,4610
29533,22204
3715,36147
17340,6998
28013,3812
27745,12123
27745,12122
2672,2952
28013,3811
14335,34617
20854,29129
38218,15126
12448,27589
11169,1702
6285,22034
16660,28083
22799,34385
4630,7808
4011,26995
37651,32750
10504,22334
19506,5419
1958,25114
36106,15086
16359,37442
424,7135
4731,4693
38185,16179
25345,21015
15222,7152
27668,14531
33903,17887
2212,17251
17447,3727
35379,37666
31583,24267
2718,1569
21568,7054
29184,33098
38138,17677
17525,1315
29974,8603
38094,19045
2290,14843
97,17293
29442,25089
6880,3627
32205,5003
34331,4603
2649,3720
38154,17162
18443,38395
3654,38109
37959,23215
10284,29187
19594,2738
25759,8234
495,4975
9088,735
16854,22146
14769,21246
561,2938
11164,1935
17069,15497
7954,35917
14557,27835
33748,22715
37822,27499
19382,9342
2551,6814
21076,22356
4616,8342
24845,36618
13281,1877
8747,11355
5776,37930
23395,16021
35376,37815
31390,30320
23910,60
26996,35459
20787,31337
35942,20273
37535,36426
25758,8304
34321,5025
9064,1548
20569,38112
6707,9074
269,12047
2004,23801
14227,38110
4369,16025
11196,996
13218,3852
23320,18364
29186,33149
38015,21573
13179,5079
18755,28844
27620,16172
12550,24584
36436,5031
12994,10817
21698,3140
27714,13256
18882,24900
27910,7179
15217,7452
38009,21814
8377,22881
341,9859
38244,14501
9047,2123
12293,32571
17384,5824
37522,36892
8926,5884
23640,8513
29425,25788
4771,3625
25767,8112
268,12145
4779,3381
2267,15726
6356,20041
20592,37473
2675,3082
33247,38375
10644,18194
20677,34840
2412,11246
25136,27710
8323,24612
1760,31461
34065,13064
1833,29200
27573,17688
3691,37138
10270,29810
34018,14499
14558,27952
275,11975
6925,2441
31346,31809
12506,26048
23718,6158
37568,35567
32293,2477
2009,23775
33893,18427
8974,4464
21288,15945
23127,24476
10349,27380
31992,11799
31832,16790
14801,20454
27576,17654
3668,37898
37870,26193
268,12227
1834,29220
36595,188
37522,36986
7913,37376
30112,4561
12712,19689
16711,26803
37709,31232
29291,30031
14486,30240
21743,1877
23307,18949
29551,21994
34462,801
6947,1814
19640,1543
6442,17474
6319,21287
10590,19958
37522,37024
15452,322
31402,30165
21577,7060
36112,15216
10379,26528
17301,8563
10222,31402
28021,3912
592,2252
27254,27687
13032,9824
8885,7320
2083,21570
8563,17301
2091,21333
34352,4300
18576,34579
23640,8687
37522,37079
31671,21872
2722,1783
3686,37439
37808,28220
14458,31200
23090,25754
11221,474
37806,28323
6746,8126
10817,12994
3723,36309
20601,37368
27108,32266
38167,17112
14413,32611
4233,20506
6920,2745
2100,21093
36418,5795
33603,27526
23919,74
12343,31252
2009,23920
35917,21334
17555,741
17555,742
2151,19525
18924,23860
14652,25216
2163,19156
19669,766
15429,1124
88,17956
38404,9823
25160,27146
10551,21288
21754,1675
14897,17646
33647,26202
11074,5082
4613,8775
32215,5091
36168,13628
38277,13784
38319,12482
12741,18949
16886,21540
1575,37422
27373,24115
25380,20355
12876,14773
31664,22161
276,12164
11035,6318
19614,2520
10584,20295
27257,27724
6593,12959
14887,17984
17537,1385
10593,20032
37909,25227
17521,1887
31382,30939
25953,2624
6151,26679
1922,26710
7904,37873
23614,9616
14887,18015
1567,37724
6245,23776
26986,36182
2213,17700
8297,25711
2310,14698
20949,26709
33700,24672
25089,29442
2576,6462
25719,9939
14891,17914
12280,33334
23615,9616
3895,31125
24803,38325
4649,7754
32221,5003
31157,37987
8358,23848
23810,3589
6907,3307
23290,19733
12390,29953
5884,35034
16846,22906
2586,6210
23829,3029
25614,13232
4806,2935
402,8385
4762,4300
6781,7245
8516,19002
12755,18663
25239,24879
35579,32001
2637,4648
37818,28134
18756,29265
7992,35267
36146,14473
22707,37843
20600,37624
8940,5875
34341,4898
6688,10156
20854,29773
14576,27775
25073,30059
8825,9460
4390,15879
27819,10488
17482,3253
8977,4752
19351,10851
17543,1354
18949,23307
30195,2355
8126,31154
31952,13453
4084,25380
20777,32196
31918,14495
25932,3479
14446,31857
15010,14371
21381,13491
21529,8890
10765,14905
8177,29599
21023,24575
8133,30963
14816,20391
23528,12482
20728,33743
4124,24172
555,3741
23700,7151
20804,31381
8424,21957
524,4709
19113,18268
5962,32751
6318,21715
4694,6528
4138,23767
29574,21672
568,3364
37883,26238
15429,1428
9102,970
15094,11824
37687,32360
20579,38412
25242,24934
37502,38099
5963,32751
27268,27662
14903,17762
12779,18071
20922,27775
10361,27500
4490,12896
20823,30866
6060,29759
20827,30732
34493,296
17506,2616
10862,11975
35882,22811
25493,17180
2713,2466
29983,9059
8304,25758
14904,17762
19326,11745
8951,5695
6432,18264
229,13951
38141,18312
358,9955
15202,8550
38168,17512
19021,21230
37676,32748
37940,24568
33895,18895
2649,4496
6177,26201
37657,33345
35413,37377
21804,513
8758,11727
9065,2221
31753,19796
14575,28016
25846,6302
7956,36596
399,8726
21288,16525
23419,15998
21731,2812
565,3589
12268,34018
4298,18938
27175,30660
37637,33992
12325,32244
33590,28379
12150,37669
20969,26426
2296,15477
31768,19366
18772,29024
35593,31870
11197,1705
7920,37758
35396,37986
35721,27910
17257,10465
7936,37270
32386,219
25253,24734
35574,32446
25609,13695
13279,2713
28121,1355
21558,8201
323,11143
38044,21462
19003,21884
37926,25121
21203,19222
31748,20034
13080,8903
21380,13747
9070,2152
33454,32668
3704,37433
29371,28201
18877,25830
26980,36785
3686,37993
37636,34135
2011,24387
33595,28338
14491,30728
16824,23933
11159,2957
37911,25590
10427,25648
23800,4307
393,9024
8781,11141
37920,25324
19483,7056
4774,4294
31982,12824
35451,36367
19684,850
14256,38032
4030,27361
37651,33703
31997,12354
29236,32407
4911,59
5958,33143
24849,37358
31261,35193
19606,3279
36283,10556
9000,4378
12339,31939
18898,25218
10995,8081
17025,17749
38371,11377
4719,6026
27378,24510
8674,14502
15229,7905
5865,36051
24837,37736
34317,6026
34468,1315
1898,27961
28014,4811
3694,37828
27764,12558
23178,23643
31762,19686
9073,2152
6552,14773
31356,32297
31248,35641
10044,37598
275,12763
2396,12550
8243,27910
38179,17379
25916,4339
30162,3788
6335,21529
25254,24858
25718,10475
12693,21041
1973,25682
245,13719
34147,11349
19301,12819
15280,6383
18644,33185
32078,9937
16601,30972
38145,18495
2092,22012
32008,12133
8214,28838
23386,17257
21117,22061
10633,19392
16693,28137
25609,13908
31336,32978
36181,13874
8940,6368
8215,28838
38331,12736
33865,20109
36306,9976
33496,31550
21691,4300
12394,30375
8300,26212
27707,14413
309,11795
4879,1200
15266,6884
2126,21012
5823,37484
13225,4638
30130,4880
21573,7996
29900,12008
8229,28443
2251,17150
37958,24336
15158,10258
10551,22011
6743,8984
642,1509
38143,18645
2161,19956
34302,6643
24963,33987
10700,17397
17525,2446
34199,9817
29419,26942
30191,3006
21015,25345
4777,4424
247,13785
1858,29384
2698,3343
6506,16372
19325,12190
19422,9188
19422,9187
8768,11795
8901,7669
24840,37857
504,5838
28083,2855
4188,22710
14653,25975
2071,22803
31402,31035
30001,8929
29721,17638
1946,26683
27910,8243
20958,27147
20958,27148
15266,6990
25185,27169
27197,30360
38174,17728
4811,3424
4189,22710
306,12013
32171,7228
30143,4561
21406,13265
18644,33372
37615,35106
29088,37287
27250,28726
27756,13037
29930,11178
2283,16285
8069,33524
36177,14137
19606,3558
381,9718
15399,2915
3971,29498
14273,37820
12548,25769
169,16297
21264,17722
26062,59
8791,11160
19222,15492
7928,37914
8407,23074
11175,2802
6,21358
1696,34508
27497,21099
8736,12874
18897,25577
38122,19402
32040,11363
26985,36993
6220,25350
19131,18315
10570,21573
35459,36429
11161,3250
14593,27928
4833,2813
27827,10911
16675,28938
27675,15622
18589,35143
33367,35785
19639,2592
21806,955
21249,18223
16737,27022
2026,24304
10047,37804
22729,37864
38081,20735
19497,6991
4390,16562
37885,26809
2576,7266
12829,17104
13077,9417
11248,588
10571,21574
15174,9954
27414,23718
23353,18541
32397,344
10389,27226
33318,37337
19377,10748
8095,32801
36009,19454
26057,268
37927,25538
1900,28252
33979,16827
37572,36521
6617,13101
16541,33156
2562,7745
6378,20522
1773,32206
17549,1913
4771,4813
36561,2376
30200,2937
12236,35542
17133,14802
19704,637
350,10799
10352,28421
6099,29193
25515,17122
38125,19418
37545,37397
27841,10546
37707,32416
8945,6515
31546,26783
18495,38145
2402,12748
32364,1423
8966,5869
15495,80
37516,38346
6834,6430
16774,25981
26950,38210
6177,26809
33308,37702
25371,21617
37738,31446
38057,21594
38269,15022
8438,22268
35947,21470
2008,24991
29759,16673
23284,20791
12659,22503
4865,1978
14768,22667
4569,11153
11265,187
30205,2860
36582,1814
4248,21114
30149,4627
38109,20013
34465,1911
18512,37693
23952,112
37678,33358
21338,15634
36339,9335
29743,17224
18727,31042
19388,10551
25330,22954
16665,29431
18953,24038
17218,12273
12354,31997
38197,17276
28053,4074
1606,37506
6695,10824
25976,2944
38229,16331
3694,38324
10490,24252
17368,7653
10651,19261
11185,2706
18496,38207
35441,37226
294,12658
6261,24290
9112,1451
12989,12336
25645,13221
18856,27078
8941,6761
15282,6799
18966,23653
14961,16748
5861,36705
4585,10728
29470,25738
4585,10729
2042,24029
10992,8732
25328,23060
3800,35071
21230,19021
36128,15961
2206,18954
19102,19457
38272,15038
15478,734
38140,19128
23630,10188
8355,24948
34174,10981
25659,12816
27298,27543
393,9635
29907,12194
27903,8811
371,10325
12780,18861
10771,15604
381,10020
381,10021
5839,37430
32162,7845
19502,7090
10979,9165
30033,8304
2588,7146
6927,3713
2212,18808
29868,13442
31372,32353
9082,2463
29941,11198
2530,8968
37850,28174
33770,23585
23919,1269
31446,30071
10980,9165
4859,2315
18849,27389
6205,26131
1602,37749
16562,32751
2428,12145
38124,19673
12170,37828
21773,2273
38142,19151
11159,3638
23393,17614
19512,6853
33746,24362
25735,10534
6818,7155
25566,15803
25611,14409
340,11368
2624,6107
6988,1895
22762,37204
15139,11369
19408,10103
32237,5622
23944,565
6761,8941
10862,12892
14796,22005
562,4515
30113,5947
67,19867
32258,4982
31931,15119
33393,35323
13101,9033
1678,35466
34038,15330
6313,22854
19392,10633
13390,80
9050,3548
36310,10475
16688,28915
6453,18530
22742,37849
8507,20398
3740,37114
29818,15116
13367,814
16527,33924
33901,19611
35641,31248
29373,28926
12879,15958
5906,35522
16887,22801
2765,1825
12525,26942
23154,25122
12819,17837
27742,13967
646,1994
4814,3860
23736,7108
36415,7287
682,881
2608,6711
10254,31830
10594,21289
14796,22100
38275,15166
10269,31366
16748,27122
21472,11768
12628,23794
23282,21186
25761,9879
24843,38331
565,4530
6754,9277
20802,32555
12961,13479
23265,21742
33979,17295
37899,26849
37862,27999
6790,8175
16749,27122
